Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10010001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
742	0.033484	3750	-0.264238	-684.095306
743	0.033159	3750	-0.261109	-684.356415
744	0.032836	3750	-0.257668	-684.614082
745	0.032515	3750	-0.257779	-684.871861
746	0.032196	3750	-0.264205	-685.136067
747	0.031879	3750	-0.262228	-685.398294
748	0.031563	3750	-0.254438	-685.652732
749	0.031250	3750	-0.275239	-685.927972
750	0.030938	3750	-0.257278	-686.185250
751	0.030629	3750	-0.254469	-686.439719
752	0.030321	3750	-0.261324	-686.701043
753	0.030015	3750	-0.252976	-686.954019
754	0.029711	3750	-0.246850	-687.200869
755	0.029409	3750	-0.248483	-687.449351
756	0.029108	3750	-0.249539	-687.698890
757	0.028810	3750	-0.252340	-687.951230
758	0.028513	3750	-0.249300	-688.200530
759	0.028218	3750	-0.245599	-688.446129
760	0.027925	3750	-0.239588	-688.685716
761	0.027634	3750	-0.240659	-688.926376
762	0.027345	3750	-0.238460	-689.164836
763	0.027057	3750	-0.234354	-689.399191
764	0.026771	3750	-0.233397	-689.632587
765	0.026487	3750	-0.226814	-689.859401
766	0.026205	3750	-0.233037	-690.092438
767	0.025925	3750	-0.231345	-690.323783
768	0.025647	3750	-0.228944	-690.552727
769	0.025370	3750	-0.238773	-690.791500
770	0.025095	3750	-0.230753	-691.022253
771	0.024822	3750	-0.231522	-691.253776
772	0.024551	3750	-0.229964	-691.483740
773	0.024281	3750	-0.226217	-691.709957
774	0.024014	3750	-0.219704	-691.929661
775	0.023748	3750	-0.213586	-692.143247
776	0.023483	3750	-0.220835	-692.364083
777	0.023221	3750	-0.215593	-692.579675
778	0.022960	3750	-0.212406	-692.792081
779	0.022702	3750	-0.218077	-693.010158
780	0.022445	3750	-0.213452	-693.223610
781	0.022189	3750	-0.218442	-693.442052
782	0.021936	3750	-0.222296	-693.664348
783	0.021684	3750	-0.212730	-693.877078
784	0.021434	3750	-0.210040	-694.087118
785	0.021185	3750	-0.213818	-694.300936
786	0.020939	3750	-0.212564	-694.513500
787	0.020694	3750	-0.205382	-694.718883
788	0.020451	3750	-0.203271	-694.922154
789	0.020209	3750	-0.204171	-695.126325
790	0.019969	3750	-0.204795	-695.331120
791	0.019731	3750	-0.205560	-695.536680
792	0.019495	3750	-0.195271	-695.731950
793	0.019261	3750	-0.197986	-695.929936
794	0.019028	3750	-0.194579	-696.124515
795	0.018796	3750	-0.199449	-696.323964
796	0.018567	3750	-0.203023	-696.526987
797	0.018339	3750	-0.193607	-696.720594
798	0.018113	3750	-0.191483	-696.912078
799	0.017889	3750	-0.198265	-697.110342
800	0.017666	3750	-0.190311	-697.300653
801	0.017445	3750	-0.193043	-697.493696
802	0.017225	3750	-0.196488	-697.690183
803	0.017007	3750	-0.181943	-697.872127
804	0.016791	3750	-0.189125	-698.061252
805	0.016577	3750	-0.181663	-698.242915
806	0.016364	3750	-0.180965	-698.423881
807	0.016153	3750	-0.184231	-698.608112
808	0.015943	3750	-0.182043	-698.790155
809	0.015736	3750	-0.175742	-698.965896
810	0.015529	3750	-0.172384	-699.138280
811	0.015325	3750	-0.173905	-699.312185
812	0.015122	3750	-0.173285	-699.485470
813	0.014920	3750	-0.174689	-699.660159
814	0.014721	3750	-0.175225	-699.835384
815	0.014523	3750	-0.168144	-700.003527
816	0.014326	3750	-0.174805	-700.178333
817	0.014131	3750	-0.176284	-700.354617
818	0.013938	3750	-0.162650	-700.517267
819	0.013746	3750	-0.181731	-700.698998
820	0.013556	3750	-0.164572	-700.863570
821	0.013367	3750	-0.173423	-701.036993
822	0.013181	3750	-0.160478	-701.197472
823	0.012995	3750	-0.164316	-701.361787
824	0.012811	3750	-0.161007	-701.522794
825	0.012629	3750	-0.159392	-701.682186
826	0.012448	3750	-0.160687	-701.842873
827	0.012269	3750	-0.154886	-701.997759
828	0.012092	3750	-0.155530	-702.153289
829	0.011916	3750	-0.160386	-702.313675
830	0.011741	3750	-0.154998	-702.468673
831	0.011568	3750	-0.149487	-702.618160
832	0.011397	3750	-0.150947	-702.769107
833	0.011227	3750	-0.162145	-702.931252
834	0.011059	3750	-0.151006	-703.082258
835	0.010892	3750	-0.148555	-703.230813
836	0.010727	3750	-0.148377	-703.379190
837	0.010563	3750	-0.153302	-703.532493
838	0.010401	3750	-0.143269	-703.675762
839	0.010240	3750	-0.146757	-703.822520
840	0.010081	3750	-0.139881	-703.962401
841	0.009923	3750	-0.138094	-704.100495
842	0.009767	3750	-0.137150	-704.237645
843	0.009612	3750	-0.139771	-704.377416
844	0.009459	3750	-0.139077	-704.516493
845	0.009307	3750	-0.142046	-704.658539
846	0.009156	3750	-0.140634	-704.799173
847	0.009008	3750	-0.141123	-704.940296
848	0.008860	3750	-0.137828	-705.078124
849	0.008714	3750	-0.135025	-705.213149
850	0.008570	3750	-0.135410	-705.348559
851	0.008427	3750	-0.129557	-705.478117
852	0.008285	3750	-0.127819	-705.605935
853	0.008145	3750	-0.129685	-705.735620
854	0.008006	3750	-0.127327	-705.862947
855	0.007869	3750	-0.124302	-705.987249
856	0.007733	3750	-0.122995	-706.110245
857	0.007598	3750	-0.127559	-706.237803
858	0.007465	3750	-0.126563	-706.364366
859	0.007334	3750	-0.121534	-706.485900
860	0.007203	3750	-0.113685	-706.599584
861	0.007075	3750	-0.115652	-706.715237
862	0.006947	3750	-0.120931	-706.836167
863	0.006821	3750	-0.118665	-706.954832
864	0.006696	3750	-0.115849	-707.070681
865	0.006573	3750	-0.122373	-707.193055
866	0.006451	3750	-0.120221	-707.313276
867	0.006330	3750	-0.113965	-707.427241
868	0.006211	3750	-0.120048	-707.547289
869	0.006093	3750	-0.110817	-707.658106
870	0.005977	3750	-0.114131	-707.772237
871	0.005862	3750	-0.108370	-707.880607
872	0.005748	3750	-0.115576	-707.996183
873	0.005635	3750	-0.112023	-708.108206
874	0.005524	3750	-0.108999	-708.217205
875	0.005414	3750	-0.106960	-708.324165
876	0.005306	3750	-0.107914	-708.432079
877	0.005199	3750	-0.107925	-708.540005
878	0.005093	3750	-0.107980	-708.647985
879	0.004988	3750	-0.103679	-708.751663
880	0.004885	3750	-0.100565	-708.852228
881	0.004783	3750	-0.104763	-708.956991
882	0.004682	3750	-0.100566	-709.057558
883	0.004583	3750	-0.101093	-709.158651
884	0.004485	3750	-0.093546	-709.252196
885	0.004388	3750	-0.089923	-709.342119
886	0.004292	3750	-0.095573	-709.437692
887	0.004198	3750	-0.093974	-709.531666
888	0.004105	3750	-0.095160	-709.626826
889	0.004013	3750	-0.096862	-709.723688
890	0.003923	3750	-0.086715	-709.810403
891	0.003833	3750	-0.089794	-709.900197
892	0.003745	3750	-0.092402	-709.992599
893	0.003658	3750	-0.095643	-710.088243
894	0.003573	3750	-0.090639	-710.178881
895	0.003488	3750	-0.083120	-710.262002
896	0.003405	3750	-0.081021	-710.343023
897	0.003323	3750	-0.079724	-710.422747
898	0.003242	3750	-0.084473	-710.507219
899	0.003162	3750	-0.089142	-710.596361
900	0.003084	3750	-0.088485	-710.684847
901	0.003007	3750	-0.091593	-710.776440
902	0.002930	3750	-0.086873	-710.863312
903	0.002855	3750	-0.083434	-710.946746
904	0.002782	3750	-0.087527	-711.034274
905	0.002709	3750	-0.080651	-711.114924
906	0.002638	3750	-0.085230	-711.200155
907	0.002567	3750	-0.082353	-711.282507
908	0.002498	3750	-0.080178	-711.362686
909	0.002430	3750	-0.076542	-711.439227
910	0.002363	3750	-0.074293	-711.513520
911	0.002297	3750	-0.068739	-711.582258
912	0.002233	3750	-0.072083	-711.654341
913	0.002169	3750	-0.067246	-711.721587
914	0.002106	3750	-0.070030	-711.791617
915	0.002045	3750	-0.071362	-711.862978
916	0.001985	3750	-0.071012	-711.933990
917	0.001925	3750	-0.070099	-712.004089
918	0.001867	3750	-0.073628	-712.077717
919	0.001810	3750	-0.069523	-712.147240
920	0.001754	3750	-0.063841	-712.211081
921	0.001699	3750	-0.065565	-712.276647
922	0.001645	3750	-0.061907	-712.338554
923	0.001592	3750	-0.059804	-712.398358
924	0.001540	3750	-0.071434	-712.469791
925	0.001490	3750	-0.060027	-712.529818
926	0.001440	3750	-0.065324	-712.595142
927	0.001391	3750	-0.061259	-712.656401
928	0.001343	3750	-0.067141	-712.723542
929	0.001296	3750	-0.061224	-712.784765
930	0.001251	3750	-0.055135	-712.839900
931	0.001206	3750	-0.050610	-712.890510
932	0.001162	3750	-0.052629	-712.943139
933	0.001119	3750	-0.045855	-712.988994
934	0.001077	3750	-0.051850	-713.040845
935	0.001036	3750	-0.051542	-713.092387
936	0.000996	3750	-0.044949	-713.137336
937	0.000957	3750	-0.043389	-713.180724
938	0.000919	3750	-0.043531	-713.224255
939	0.000882	3750	-0.043694	-713.267949
940	0.000846	3750	-0.048221	-713.316170
941	0.000810	3750	-0.043090	-713.359260
942	0.000776	3750	-0.041793	-713.401053
943	0.000742	3750	-0.048194	-713.449247
944	0.000709	3750	-0.039140	-713.488387
945	0.000678	3750	-0.038868	-713.527255
946	0.000647	3750	-0.038630	-713.565886
947	0.000617	3750	-0.049076	-713.614962
948	0.000587	3750	-0.040558	-713.655520
949	0.000559	3750	-0.040441	-713.695961
950	0.000531	3750	-0.041245	-713.737206
951	0.000505	3750	-0.038294	-713.775500
952	0.000479	3750	-0.036412	-713.811912
953	0.000454	3750	-0.033226	-713.845138
954	0.000430	3750	-0.036298	-713.881436
955	0.000406	3750	-0.035774	-713.917210
956	0.000383	3750	-0.033431	-713.950641
957	0.000362	3750	-0.034178	-713.984819
958	0.000340	3750	-0.033669	-714.018488
959	0.000320	3750	-0.032284	-714.050771
960	0.000300	3750	-0.029763	-714.080535
961	0.000281	3750	-0.028004	-714.108539
962	0.000263	3750	-0.021353	-714.129892
963	0.000246	3750	-0.022675	-714.152567
964	0.000229	3750	-0.020252	-714.172819
965	0.000213	3750	-0.020312	-714.193131
966	0.000198	3750	-0.019058	-714.212189
967	0.000183	3750	-0.015819	-714.228007
968	0.000169	3750	-0.018366	-714.246373
969	0.000156	3750	-0.019713	-714.266086
970	0.000143	3750	-0.019283	-714.285368
971	0.000131	3750	-0.015287	-714.300655
972	0.000120	3750	-0.015706	-714.316361
973	0.000109	3750	-0.016884	-714.333245
974	0.000099	3750	-0.016255	-714.349499
975	0.000089	3750	-0.015567	-714.365066
976	0.000080	3750	-0.012507	-714.377573
977	0.000072	3750	-0.011881	-714.389454
978	0.000064	3750	-0.012119	-714.401573
979	0.000057	3750	-0.012627	-714.414199
980	0.000050	3750	-0.010387	-714.424587
981	0.000043	3750	-0.010954	-714.435540
982	0.000038	3750	-0.009479	-714.445019
983	0.000032	3750	-0.008353	-714.453372
984	0.000028	3750	-0.007348	-714.460720
985	0.000023	3750	-0.005550	-714.466270
986	0.000019	3750	-0.005663	-714.471934
987	0.000016	3750	-0.004716	-714.476650
988	0.000013	3750	-0.004202	-714.480852
989	0.000010	3750	-0.003201	-714.484053
990	0.000008	3750	-0.003216	-714.487268
991	0.000006	3750	-0.002294	-714.489562
992	0.000004	3750	-0.001896	-714.491458
993	0.000003	3750	-0.002004	-714.493462
994	0.000002	3750	-0.001256	-714.494718
995	0.000001	3750	-0.000912	-714.495630
996	0.000000	3750	-0.000760	-714.496390
997	0.000000	3750	-0.000377	-714.496768
998	0.000000	3750	-0.000187	-714.496955
999	0.000000	3750	-0.000036	-714.496991
Log marginal likelihood:	-714.496991
