Steppingstone sampler:
        No Stones:                  1000
        Start It:                   100050001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
87	0.794305	3750	-0.073755	-6.894059
88	0.792129	3750	-0.073619	-6.967678
89	0.789957	3750	-0.072856	-7.040533
90	0.787789	3750	-0.073177	-7.113710
91	0.785624	3750	-0.075234	-7.188944
92	0.783463	3750	-0.074229	-7.263173
93	0.781305	3750	-0.074083	-7.337256
94	0.779151	3750	-0.072310	-7.409566
95	0.777000	3750	-0.075535	-7.485101
96	0.774853	3750	-0.072742	-7.557842
97	0.772710	3750	-0.072408	-7.630250
98	0.770570	3750	-0.071156	-7.701407
99	0.768433	3750	-0.070651	-7.772058
100	0.766301	3750	-0.071480	-7.843538
101	0.764172	3750	-0.072538	-7.916076
102	0.762046	3750	-0.070669	-7.986744
103	0.759924	3750	-0.072692	-8.059436
104	0.757805	3750	-0.072836	-8.132272
105	0.755690	3750	-0.072269	-8.204541
106	0.753579	3750	-0.071544	-8.276085
107	0.751471	3750	-0.071679	-8.347763
108	0.749366	3750	-0.072685	-8.420449
109	0.747266	3750	-0.071080	-8.491528
110	0.745168	3750	-0.071392	-8.562920
111	0.743075	3750	-0.071470	-8.634390
112	0.740984	3750	-0.069081	-8.703471
113	0.738898	3750	-0.070386	-8.773858
114	0.736815	3750	-0.072515	-8.846373
115	0.734735	3750	-0.070748	-8.917121
116	0.732659	3750	-0.071188	-8.988309
117	0.730586	3750	-0.071086	-9.059395
118	0.728517	3750	-0.069893	-9.129287
119	0.726452	3750	-0.070629	-9.199917
120	0.724390	3750	-0.070174	-9.270090
121	0.722331	3750	-0.071113	-9.341203
122	0.720276	3750	-0.071314	-9.412517
123	0.718225	3750	-0.069874	-9.482391
124	0.716177	3750	-0.069722	-9.552113
125	0.714132	3750	-0.070346	-9.622458
126	0.712091	3750	-0.069941	-9.692399
127	0.710054	3750	-0.070622	-9.763022
128	0.708020	3750	-0.070258	-9.833280
129	0.705989	3750	-0.069775	-9.903055
130	0.703962	3750	-0.069814	-9.972869
131	0.701939	3750	-0.068448	-10.041318
132	0.699919	3750	-0.069240	-10.110558
133	0.697902	3750	-0.068870	-10.179428
134	0.695889	3750	-0.068661	-10.248089
135	0.693880	3750	-0.069282	-10.317371
136	0.691874	3750	-0.068987	-10.386358
137	0.689871	3750	-0.070259	-10.456617
138	0.687872	3750	-0.069720	-10.526337
139	0.685877	3750	-0.067933	-10.594270
140	0.683885	3750	-0.067981	-10.662252
141	0.681896	3750	-0.068553	-10.730805
142	0.679911	3750	-0.066735	-10.797540
143	0.677929	3750	-0.066895	-10.864436
144	0.675951	3750	-0.068098	-10.932534
145	0.673976	3750	-0.068012	-11.000546
146	0.672005	3750	-0.066984	-11.067530
147	0.670037	3750	-0.067182	-11.134712
148	0.668073	3750	-0.068149	-11.202862
149	0.666112	3750	-0.068365	-11.271226
150	0.664155	3750	-0.066621	-11.337847
151	0.662201	3750	-0.067254	-11.405101
152	0.660250	3750	-0.066700	-11.471801
153	0.658303	3750	-0.067521	-11.539322
154	0.656359	3750	-0.066264	-11.605586
155	0.654419	3750	-0.067263	-11.672849
156	0.652483	3750	-0.066826	-11.739675
157	0.650549	3750	-0.068135	-11.807810
158	0.648619	3750	-0.067837	-11.875647
159	0.646693	3750	-0.066496	-11.942143
160	0.644770	3750	-0.068125	-12.010268
161	0.642851	3750	-0.066695	-12.076964
162	0.640934	3750	-0.066103	-12.143066
163	0.639022	3750	-0.066006	-12.209072
164	0.637113	3750	-0.066901	-12.275973
165	0.635207	3750	-0.066430	-12.342403
166	0.633304	3750	-0.066532	-12.408935
167	0.631405	3750	-0.065697	-12.474632
168	0.629510	3750	-0.064634	-12.539266
169	0.627618	3750	-0.064674	-12.603940
170	0.625729	3750	-0.065436	-12.669376
171	0.623844	3750	-0.065199	-12.734575
172	0.621962	3750	-0.064311	-12.798886
173	0.620083	3750	-0.064526	-12.863412
174	0.618208	3750	-0.064477	-12.927889
175	0.616337	3750	-0.063706	-12.991595
176	0.614468	3750	-0.064494	-13.056089
177	0.612604	3750	-0.064108	-13.120197
178	0.610742	3750	-0.064043	-13.184240
179	0.608884	3750	-0.063505	-13.247746
180	0.607029	3750	-0.063962	-13.311708
181	0.605178	3750	-0.064710	-13.376418
182	0.603330	3750	-0.062769	-13.439187
183	0.601486	3750	-0.063011	-13.502198
184	0.599645	3750	-0.063916	-13.566114
185	0.597807	3750	-0.063142	-13.629255
186	0.595973	3750	-0.063585	-13.692841
187	0.594142	3750	-0.062884	-13.755724
188	0.592314	3750	-0.063461	-13.819185
189	0.590490	3750	-0.063262	-13.882447
190	0.588669	3750	-0.063851	-13.946298
191	0.586852	3750	-0.063234	-14.009532
192	0.585038	3750	-0.062986	-14.072518
193	0.583227	3750	-0.064418	-14.136936
194	0.581420	3750	-0.063439	-14.200375
195	0.579616	3750	-0.062778	-14.263153
196	0.577815	3750	-0.063614	-14.326766
197	0.576018	3750	-0.064929	-14.391696
198	0.574224	3750	-0.061019	-14.452715
199	0.572433	3750	-0.062431	-14.515146
200	0.570646	3750	-0.062404	-14.577550
201	0.568862	3750	-0.061360	-14.638910
202	0.567082	3750	-0.061170	-14.700080
203	0.565305	3750	-0.063222	-14.763302
204	0.563531	3750	-0.061467	-14.824770
205	0.561761	3750	-0.063256	-14.888025
206	0.559993	3750	-0.063525	-14.951550
207	0.558230	3750	-0.061225	-15.012775
208	0.556469	3750	-0.061218	-15.073993
209	0.554712	3750	-0.062775	-15.136768
210	0.552958	3750	-0.061574	-15.198342
211	0.551208	3750	-0.062189	-15.260530
212	0.549461	3750	-0.059972	-15.320502
213	0.547717	3750	-0.059925	-15.380427
214	0.545977	3750	-0.061318	-15.441745
215	0.544240	3750	-0.059842	-15.501588
216	0.542506	3750	-0.060958	-15.562545
217	0.540775	3750	-0.060592	-15.623137
218	0.539048	3750	-0.061796	-15.684933
219	0.537324	3750	-0.059210	-15.744143
220	0.535604	3750	-0.060492	-15.804636
221	0.533887	3750	-0.060775	-15.865410
222	0.532173	3750	-0.061970	-15.927380
223	0.530462	3750	-0.061594	-15.988974
224	0.528755	3750	-0.059065	-16.048039
225	0.527051	3750	-0.061202	-16.109241
226	0.525350	3750	-0.059965	-16.169206
227	0.523653	3750	-0.060146	-16.229352
228	0.521958	3750	-0.059414	-16.288766
229	0.520268	3750	-0.059743	-16.348509
230	0.518580	3750	-0.059197	-16.407706
231	0.516896	3750	-0.059620	-16.467326
232	0.515215	3750	-0.059867	-16.527193
233	0.513537	3750	-0.058576	-16.585769
234	0.511863	3750	-0.058141	-16.643909
235	0.510192	3750	-0.059434	-16.703343
236	0.508524	3750	-0.058683	-16.762026
237	0.506859	3750	-0.058498	-16.820525
238	0.505198	3750	-0.058406	-16.878931
239	0.503540	3750	-0.057807	-16.936738
240	0.501885	3750	-0.058652	-16.995390
241	0.500234	3750	-0.057021	-17.052411
242	0.498586	3750	-0.059926	-17.112337
243	0.496941	3750	-0.059035	-17.171372
244	0.495299	3750	-0.057241	-17.228613
245	0.493660	3750	-0.057987	-17.286600
246	0.492025	3750	-0.058884	-17.345484
247	0.490393	3750	-0.058678	-17.404162
248	0.488765	3750	-0.056720	-17.460883
249	0.487139	3750	-0.058092	-17.518974
250	0.485517	3750	-0.056515	-17.575489
251	0.483898	3750	-0.057409	-17.632898
252	0.482283	3750	-0.055556	-17.688454
253	0.480670	3750	-0.056057	-17.744511
254	0.479061	3750	-0.055476	-17.799986
255	0.477455	3750	-0.057023	-17.857009
256	0.475852	3750	-0.056743	-17.913752
257	0.474253	3750	-0.056475	-17.970228
258	0.472656	3750	-0.056870	-18.027098
259	0.471063	3750	-0.055949	-18.083047
260	0.469474	3750	-0.056535	-18.139582
261	0.467887	3750	-0.054827	-18.194408
262	0.466304	3750	-0.055427	-18.249836
263	0.464723	3750	-0.055415	-18.305251
264	0.463146	3750	-0.056163	-18.361414
265	0.461573	3750	-0.055237	-18.416652
266	0.460002	3750	-0.055536	-18.472188
267	0.458435	3750	-0.054678	-18.526866
268	0.456871	3750	-0.054794	-18.581660
269	0.455310	3750	-0.055947	-18.637607
270	0.453752	3750	-0.054837	-18.692445
271	0.452198	3750	-0.054889	-18.747333
272	0.450647	3750	-0.053966	-18.801300
273	0.449098	3750	-0.054834	-18.856134
274	0.447554	3750	-0.054000	-18.910134
275	0.446012	3750	-0.054062	-18.964196
276	0.444473	3750	-0.054487	-19.018683
277	0.442938	3750	-0.057367	-19.076050
278	0.441406	3750	-0.054032	-19.130082
279	0.439877	3750	-0.055618	-19.185699
280	0.438351	3750	-0.053783	-19.239482
281	0.436829	3750	-0.055869	-19.295352
282	0.435309	3750	-0.054530	-19.349881
283	0.433793	3750	-0.053262	-19.403143
284	0.432280	3750	-0.054694	-19.457837
285	0.430770	3750	-0.054064	-19.511901
286	0.429263	3750	-0.052738	-19.564639
287	0.427760	3750	-0.052108	-19.616747
288	0.426259	3750	-0.053130	-19.669877
289	0.424762	3750	-0.053754	-19.723632
290	0.423268	3750	-0.053836	-19.777468
291	0.421777	3750	-0.053429	-19.830896
292	0.420289	3750	-0.053781	-19.884677
293	0.418805	3750	-0.053477	-19.938154
294	0.417323	3750	-0.052333	-19.990487
295	0.415845	3750	-0.052411	-20.042898
296	0.414370	3750	-0.051541	-20.094438
297	0.412898	3750	-0.051826	-20.146264
298	0.411429	3750	-0.051998	-20.198262
299	0.409963	3750	-0.052687	-20.250949
300	0.408501	3750	-0.051414	-20.302363
301	0.407041	3750	-0.053064	-20.355427
302	0.405585	3750	-0.052376	-20.407804
303	0.404132	3750	-0.052420	-20.460223
304	0.402682	3750	-0.051816	-20.512040
305	0.401235	3750	-0.051859	-20.563899
306	0.399791	3750	-0.051393	-20.615292
307	0.398350	3750	-0.050871	-20.666163
308	0.396913	3750	-0.052292	-20.718456
309	0.395478	3750	-0.050219	-20.768675
310	0.394047	3750	-0.051292	-20.819967
311	0.392619	3750	-0.050738	-20.870704
312	0.391194	3750	-0.052275	-20.922980
313	0.389772	3750	-0.050660	-20.973640
314	0.388353	3750	-0.049514	-21.023154
315	0.386937	3750	-0.049181	-21.072335
316	0.385524	3750	-0.050849	-21.123184
317	0.384115	3750	-0.050495	-21.173679
318	0.382708	3750	-0.049350	-21.223028
319	0.381305	3750	-0.051268	-21.274296
320	0.379904	3750	-0.050061	-21.324357
321	0.378507	3750	-0.052277	-21.376634
322	0.377113	3750	-0.049828	-21.426462
323	0.375722	3750	-0.049685	-21.476147
324	0.374334	3750	-0.051435	-21.527581
325	0.372949	3750	-0.050792	-21.578373
326	0.371567	3750	-0.050811	-21.629184
327	0.370189	3750	-0.049507	-21.678691
328	0.368813	3750	-0.049347	-21.728039
329	0.367440	3750	-0.048747	-21.776785
330	0.366071	3750	-0.050103	-21.826888
331	0.364705	3750	-0.051280	-21.878168
332	0.363341	3750	-0.050462	-21.928630
333	0.361981	3750	-0.050192	-21.978822
334	0.360624	3750	-0.049781	-22.028603
335	0.359269	3750	-0.048739	-22.077341
336	0.357918	3750	-0.048167	-22.125509
337	0.356570	3750	-0.049124	-22.174633
338	0.355225	3750	-0.047583	-22.222216
339	0.353883	3750	-0.047777	-22.269993
340	0.352544	3750	-0.047820	-22.317813
341	0.351208	3750	-0.049013	-22.366826
342	0.349875	3750	-0.048006	-22.414832
343	0.348546	3750	-0.049404	-22.464236
344	0.347219	3750	-0.049184	-22.513420
345	0.345895	3750	-0.049206	-22.562626
346	0.344574	3750	-0.047920	-22.610546
347	0.343257	3750	-0.048091	-22.658637
348	0.341942	3750	-0.047311	-22.705949
349	0.340630	3750	-0.046785	-22.752734
350	0.339322	3750	-0.047409	-22.800143
351	0.338016	3750	-0.047831	-22.847974
352	0.336714	3750	-0.048277	-22.896252
353	0.335414	3750	-0.047238	-22.943490
354	0.334118	3750	-0.046415	-22.989905
355	0.332824	3750	-0.045004	-23.034909
356	0.331534	3750	-0.045273	-23.080182
357	0.330246	3750	-0.046619	-23.126800
358	0.328962	3750	-0.045552	-23.172353
359	0.327680	3750	-0.047532	-23.219885
360	0.326401	3750	-0.046110	-23.265994
361	0.325126	3750	-0.045945	-23.311940
362	0.323853	3750	-0.046526	-23.358466
363	0.322584	3750	-0.047766	-23.406232
364	0.321317	3750	-0.046875	-23.453107
365	0.320054	3750	-0.046098	-23.499205
366	0.318793	3750	-0.047332	-23.546537
367	0.317536	3750	-0.046416	-23.592953
368	0.316281	3750	-0.046088	-23.639041
369	0.315030	3750	-0.045734	-23.684775
370	0.313781	3750	-0.046677	-23.731451
371	0.312535	3750	-0.044851	-23.776302
372	0.311293	3750	-0.044296	-23.820598
373	0.310053	3750	-0.045438	-23.866036
374	0.308816	3750	-0.045817	-23.911853
375	0.307582	3750	-0.043932	-23.955785
376	0.306352	3750	-0.044174	-23.999959
377	0.305124	3750	-0.044781	-24.044740
378	0.303899	3750	-0.044528	-24.089268
379	0.302677	3750	-0.044895	-24.134163
380	0.301458	3750	-0.044365	-24.178528
381	0.300242	3750	-0.044805	-24.223333
382	0.299029	3750	-0.045688	-24.269022
383	0.297819	3750	-0.044279	-24.313301
384	0.296611	3750	-0.044177	-24.357478
385	0.295407	3750	-0.045146	-24.402624
386	0.294206	3750	-0.043785	-24.446408
387	0.293007	3750	-0.043122	-24.489530
388	0.291812	3750	-0.044380	-24.533910
389	0.290619	3750	-0.043025	-24.576935
390	0.289430	3750	-0.043503	-24.620438
391	0.288243	3750	-0.043145	-24.663583
392	0.287059	3750	-0.043029	-24.706612
393	0.285879	3750	-0.042870	-24.749482
394	0.284701	3750	-0.043779	-24.793261
395	0.283526	3750	-0.043367	-24.836628
396	0.282354	3750	-0.042562	-24.879190
397	0.281184	3750	-0.042152	-24.921343
398	0.280018	3750	-0.043054	-24.964396
399	0.278855	3750	-0.042170	-25.006567
400	0.277694	3750	-0.042142	-25.048709
401	0.276537	3750	-0.043569	-25.092277
402	0.275382	3750	-0.043624	-25.135901
403	0.274230	3750	-0.043103	-25.179004
404	0.273082	3750	-0.042811	-25.221815
405	0.271936	3750	-0.042010	-25.263825
406	0.270793	3750	-0.044015	-25.307840
407	0.269652	3750	-0.042345	-25.350185
408	0.268515	3750	-0.042953	-25.393138
409	0.267381	3750	-0.042821	-25.435959
410	0.266249	3750	-0.042187	-25.478145
411	0.265121	3750	-0.041414	-25.519559
412	0.263995	3750	-0.041033	-25.560592
413	0.262872	3750	-0.041391	-25.601983
414	0.261752	3750	-0.041138	-25.643121
415	0.260635	3750	-0.040910	-25.684032
416	0.259520	3750	-0.040663	-25.724695
417	0.258409	3750	-0.042023	-25.766718
418	0.257300	3750	-0.042321	-25.809039
419	0.256195	3750	-0.040623	-25.849662
420	0.255092	3750	-0.040605	-25.890267
421	0.253992	3750	-0.041593	-25.931859
422	0.252895	3750	-0.041522	-25.973381
423	0.251800	3750	-0.041615	-26.014995
424	0.250709	3750	-0.042327	-26.057322
425	0.249620	3750	-0.040715	-26.098037
426	0.248534	3750	-0.041697	-26.139734
427	0.247451	3750	-0.041870	-26.181604
428	0.246371	3750	-0.040663	-26.222267
429	0.245294	3750	-0.040775	-26.263042
430	0.244220	3750	-0.039712	-26.302754
431	0.243148	3750	-0.041397	-26.344151
432	0.242079	3750	-0.040782	-26.384933
433	0.241013	3750	-0.040361	-26.425294
434	0.239950	3750	-0.040856	-26.466151
435	0.238890	3750	-0.040104	-26.506254
436	0.237832	3750	-0.039487	-26.545741
437	0.236778	3750	-0.039533	-26.585275
438	0.235726	3750	-0.038930	-26.624204
439	0.234677	3750	-0.039856	-26.664060
440	0.233630	3750	-0.039691	-26.703751
441	0.232587	3750	-0.039255	-26.743007
442	0.231546	3750	-0.038721	-26.781727
443	0.230509	3750	-0.038357	-26.820084
444	0.229473	3750	-0.038752	-26.858836
445	0.228441	3750	-0.038871	-26.897707
446	0.227412	3750	-0.038179	-26.935886
447	0.226385	3750	-0.038075	-26.973961
448	0.225361	3750	-0.039087	-27.013048
449	0.224340	3750	-0.039259	-27.052307
450	0.223322	3750	-0.039066	-27.091373
451	0.222306	3750	-0.038857	-27.130230
452	0.221293	3750	-0.039558	-27.169788
453	0.220283	3750	-0.037983	-27.207772
454	0.219276	3750	-0.038725	-27.246497
455	0.218272	3750	-0.037431	-27.283928
456	0.217270	3750	-0.037842	-27.321770
457	0.216271	3750	-0.037726	-27.359496
458	0.215275	3750	-0.037214	-27.396710
459	0.214281	3750	-0.036987	-27.433697
460	0.213291	3750	-0.037104	-27.470801
461	0.212303	3750	-0.036513	-27.507314
462	0.211318	3750	-0.037056	-27.544370
463	0.210335	3750	-0.036574	-27.580943
464	0.209356	3750	-0.036107	-27.617051
465	0.208379	3750	-0.037006	-27.654057
466	0.207404	3750	-0.037172	-27.691228
467	0.206433	3750	-0.037687	-27.728915
468	0.205464	3750	-0.036024	-27.764939
469	0.204498	3750	-0.037730	-27.802670
470	0.203535	3750	-0.038487	-27.841157
471	0.202575	3750	-0.036776	-27.877933
472	0.201617	3750	-0.035146	-27.913079
473	0.200662	3750	-0.035660	-27.948739
474	0.199709	3750	-0.035355	-27.984094
475	0.198760	3750	-0.035210	-28.019303
476	0.197813	3750	-0.036681	-28.055985
477	0.196869	3750	-0.036552	-28.092537
478	0.195927	3750	-0.035959	-28.128496
479	0.194988	3750	-0.036224	-28.164720
480	0.194052	3750	-0.035610	-28.200330
481	0.193119	3750	-0.036331	-28.236661
482	0.192188	3750	-0.036356	-28.273018
483	0.191260	3750	-0.034982	-28.307999
484	0.190335	3750	-0.036714	-28.344713
485	0.189412	3750	-0.035870	-28.380584
486	0.188492	3750	-0.035143	-28.415726
487	0.187575	3750	-0.034928	-28.450655
488	0.186660	3750	-0.034428	-28.485083
489	0.185749	3750	-0.034328	-28.519411
490	0.184839	3750	-0.034067	-28.553477
491	0.183933	3750	-0.033008	-28.586486
492	0.183029	3750	-0.034461	-28.620946
493	0.182128	3750	-0.034166	-28.655112
494	0.181229	3750	-0.035054	-28.690166
495	0.180333	3750	-0.035348	-28.725514
496	0.179440	3750	-0.034079	-28.759593
497	0.178550	3750	-0.034236	-28.793829
498	0.177662	3750	-0.035361	-28.829190
499	0.176777	3750	-0.033933	-28.863124
500	0.175894	3750	-0.034815	-28.897938
501	0.175014	3750	-0.034298	-28.932237
502	0.174137	3750	-0.034924	-28.967160
503	0.173262	3750	-0.034323	-29.001484
504	0.172390	3750	-0.035176	-29.036660
505	0.171521	3750	-0.034383	-29.071043
506	0.170654	3750	-0.034041	-29.105084
507	0.169790	3750	-0.033584	-29.138668
508	0.168929	3750	-0.033766	-29.172435
509	0.168070	3750	-0.033839	-29.206273
510	0.167214	3750	-0.032856	-29.239129
511	0.166360	3750	-0.033341	-29.272470
512	0.165509	3750	-0.033626	-29.306097
513	0.164661	3750	-0.033806	-29.339903
514	0.163815	3750	-0.033584	-29.373487
515	0.162972	3750	-0.032952	-29.406438
516	0.162132	3750	-0.032500	-29.438939
517	0.161294	3750	-0.031409	-29.470347
518	0.160458	3750	-0.031202	-29.501549
519	0.159626	3750	-0.031098	-29.532647
520	0.158796	3750	-0.031914	-29.564560
521	0.157968	3750	-0.032608	-29.597169
522	0.157143	3750	-0.032022	-29.629191
523	0.156321	3750	-0.031370	-29.660561
524	0.155501	3750	-0.030676	-29.691237
525	0.154684	3750	-0.031014	-29.722251
526	0.153870	3750	-0.031894	-29.754144
527	0.153058	3750	-0.032157	-29.786301
528	0.152248	3750	-0.030028	-29.816329
529	0.151441	3750	-0.030600	-29.846929
530	0.150637	3750	-0.031175	-29.878104
531	0.149835	3750	-0.031902	-29.910006
532	0.149036	3750	-0.031378	-29.941384
533	0.148240	3750	-0.031647	-29.973030
534	0.147446	3750	-0.031513	-30.004543
535	0.146654	3750	-0.031443	-30.035986
536	0.145865	3750	-0.031105	-30.067091
537	0.145079	3750	-0.031287	-30.098378
538	0.144295	3750	-0.030275	-30.128653
539	0.143514	3750	-0.029799	-30.158453
540	0.142735	3750	-0.030560	-30.189012
541	0.141959	3750	-0.030884	-30.219896
542	0.141186	3750	-0.030075	-30.249971
543	0.140415	3750	-0.029803	-30.279775
544	0.139646	3750	-0.029378	-30.309153
545	0.138880	3750	-0.028977	-30.338130
546	0.138116	3750	-0.030143	-30.368273
547	0.137356	3750	-0.029451	-30.397724
548	0.136597	3750	-0.029612	-30.427336
549	0.135841	3750	-0.030373	-30.457709
550	0.135088	3750	-0.029508	-30.487218
551	0.134337	3750	-0.029095	-30.516313
552	0.133588	3750	-0.029390	-30.545702
553	0.132843	3750	-0.028625	-30.574327
554	0.132099	3750	-0.029113	-30.603440
555	0.131358	3750	-0.028905	-30.632345
556	0.130620	3750	-0.029630	-30.661975
557	0.129884	3750	-0.027865	-30.689840
558	0.129151	3750	-0.028341	-30.718181
559	0.128420	3750	-0.029190	-30.747372
560	0.127691	3750	-0.028191	-30.775562
561	0.126965	3750	-0.028647	-30.804210
562	0.126242	3750	-0.028645	-30.832855
563	0.125521	3750	-0.029316	-30.862171
564	0.124802	3750	-0.027531	-30.889702
565	0.124086	3750	-0.027570	-30.917272
566	0.123373	3750	-0.027432	-30.944704
567	0.122662	3750	-0.028479	-30.973183
568	0.121953	3750	-0.028381	-31.001564
569	0.121247	3750	-0.028519	-31.030083
570	0.120543	3750	-0.028519	-31.058601
571	0.119842	3750	-0.028564	-31.087165
572	0.119143	3750	-0.027882	-31.115047
573	0.118447	3750	-0.028430	-31.143477
574	0.117753	3750	-0.028839	-31.172315
575	0.117062	3750	-0.028133	-31.200449
576	0.116373	3750	-0.028699	-31.229148
577	0.115686	3750	-0.028444	-31.257593
578	0.115002	3750	-0.028340	-31.285933
579	0.114320	3750	-0.027756	-31.313689
580	0.113641	3750	-0.026854	-31.340543
581	0.112964	3750	-0.025935	-31.366478
582	0.112290	3750	-0.026420	-31.392897
583	0.111618	3750	-0.026349	-31.419246
584	0.110948	3750	-0.025690	-31.444935
585	0.110281	3750	-0.026153	-31.471089
586	0.109616	3750	-0.025688	-31.496777
587	0.108954	3750	-0.025230	-31.522006
588	0.108294	3750	-0.025966	-31.547973
589	0.107637	3750	-0.025262	-31.573235
590	0.106981	3750	-0.025410	-31.598645
591	0.106329	3750	-0.025774	-31.624420
592	0.105678	3750	-0.025826	-31.650246
593	0.105030	3750	-0.025213	-31.675459
594	0.104385	3750	-0.024955	-31.700414
595	0.103742	3750	-0.025436	-31.725850
596	0.103101	3750	-0.024868	-31.750718
597	0.102463	3750	-0.025754	-31.776471
598	0.101827	3750	-0.025479	-31.801950
599	0.101193	3750	-0.024883	-31.826833
600	0.100562	3750	-0.025209	-31.852042
601	0.099933	3750	-0.024582	-31.876624
602	0.099306	3750	-0.025296	-31.901921
603	0.098682	3750	-0.024893	-31.926814
604	0.098060	3750	-0.023719	-31.950532
605	0.097441	3750	-0.024982	-31.975514
606	0.096824	3750	-0.024857	-32.000372
607	0.096209	3750	-0.024462	-32.024834
608	0.095596	3750	-0.023861	-32.048695
609	0.094986	3750	-0.024700	-32.073395
610	0.094379	3750	-0.024855	-32.098250
611	0.093773	3750	-0.024310	-32.122560
612	0.093170	3750	-0.024439	-32.146999
613	0.092570	3750	-0.024529	-32.171528
614	0.091971	3750	-0.024507	-32.196035
615	0.091375	3750	-0.023372	-32.219407
616	0.090781	3750	-0.023424	-32.242831
617	0.090190	3750	-0.023270	-32.266101
618	0.089601	3750	-0.023912	-32.290013
619	0.089014	3750	-0.024280	-32.314292
620	0.088430	3750	-0.024930	-32.339222
621	0.087848	3750	-0.024179	-32.363401
622	0.087268	3750	-0.022621	-32.386022
623	0.086690	3750	-0.022735	-32.408757
624	0.086115	3750	-0.022899	-32.431656
625	0.085542	3750	-0.023313	-32.454969
626	0.084971	3750	-0.023075	-32.478045
