species_asw,family,order,rep_mode1
Asterophrys_pullifer,Microhylidae,Anura,D
Asterophrys_eurydactyla,Microhylidae,Anura,D
Xenorhina_obesa,Microhylidae,Anura,D
Xenorhina_lanthanites,Microhylidae,Anura,D
Xenorhina_bouwensi,Microhylidae,Anura,D
Xenorhina_varia,Microhylidae,Anura,D
Xenorhina_oxycephala,Microhylidae,Anura,D
Sphenophryne_dentata,Microhylidae,Anura,D
Sphenophryne_cornuta,Microhylidae,Anura,D
Sphenophryne_rhododactyla,Microhylidae,Anura,D
Sphenophryne_crassa,Microhylidae,Anura,D
Choerophryne_gracilirostris,Microhylidae,Anura,D
Choerophryne_rostellifer,Microhylidae,Anura,D
Choerophryne_proboscidea,Microhylidae,Anura,D
Choerophryne_laurini,Microhylidae,Anura,D
Sphenophryne_thomsoni,Microhylidae,Anura,D
Sphenophryne_schlaginhaufeni,Microhylidae,Anura,D
Copiula_oxyrhina,Microhylidae,Anura,D
Copiula_major,Microhylidae,Anura,D
Gastrophrynoides_immaculatus,Microhylidae,Anura,NA
Microhyla_malang,Microhylidae,Anura,A
Microhyla_borneensis,Microhylidae,Anura,A
Microhyla_mantheyi,Microhylidae,Anura,A
Microhyla_achatina,Microhylidae,Anura,A
Microhyla_okinavensis,Microhylidae,Anura,A
Microhyla_mixtura,Microhylidae,Anura,A
Microhyla_fissipes,Microhylidae,Anura,A
Microhyla_ornata,Microhylidae,Anura,A
Microhyla_heymonsi,Microhylidae,Anura,A
Microhyla_pulchra,Microhylidae,Anura,A
Microhyla_berdmorei,Microhylidae,Anura,A
Microhyla_rubra,Microhylidae,Anura,A
Microhyla_butleri,Microhylidae,Anura,A
Microhyla_palmipes,Microhylidae,Anura,A
Microhyla_superciliaris,Microhylidae,Anura,A
Microhyla_marmorata,Microhylidae,Anura,A
Microhyla_annectens,Microhylidae,Anura,A
Microhyla_petrigena,Microhylidae,Anura,A
Microhyla_perparva,Microhylidae,Anura,A
Glyphoglossus_guttulatus,Microhylidae,Anura,A
Glyphoglossus_minutus,Microhylidae,Anura,A
Glyphoglossus_molossus,Microhylidae,Anura,A
Glyphoglossus_yunnanensis,Microhylidae,Anura,A
Micryletta_steinegeri,Microhylidae,Anura,A
Micryletta_inornata,Microhylidae,Anura,A
Chaperina_fusca,Microhylidae,Anura,A
Kaloula_walteri,Microhylidae,Anura,A
Kaloula_rigida,Microhylidae,Anura,A
Kaloula_conjuncta,Microhylidae,Anura,A
Kaloula_kokacii,Microhylidae,Anura,A
Kaloula_kalingensis,Microhylidae,Anura,A
Kaloula_picta,Microhylidae,Anura,A
Kaloula_baleata,Microhylidae,Anura,A
Kaloula_mediolineata,Microhylidae,Anura,A
Kaloula_pulchra,Microhylidae,Anura,A
Kaloula_verrucosa,Microhylidae,Anura,A
Kaloula_rugifera,Microhylidae,Anura,A
Kaloula_borealis,Microhylidae,Anura,A
Uperodon_obscurus,Microhylidae,Anura,A
Uperodon_montanus,Microhylidae,Anura,A
Uperodon_variegatus,Microhylidae,Anura,A
Uperodon_systoma,Microhylidae,Anura,A
Uperodon_taprobanicus,Microhylidae,Anura,A
Metaphrynella_sundana,Microhylidae,Anura,A
Metaphrynella_pollicaris,Microhylidae,Anura,A
Phrynella_pulchra,Microhylidae,Anura,A
Dyscophus_guineti,Microhylidae,Anura,A
Dyscophus_antongilii,Microhylidae,Anura,A
Dyscophus_insularis,Microhylidae,Anura,A
Kalophrynus_subterrestris,Microhylidae,Anura,A
Kalophrynus_intermedius,Microhylidae,Anura,A
Kalophrynus_baluensis,Microhylidae,Anura,A
Kalophrynus_heterochirus,Microhylidae,Anura,A
Kalophrynus_palmatissimus,Microhylidae,Anura,A
Kalophrynus_interlineatus,Microhylidae,Anura,A
Kalophrynus_yongi,Microhylidae,Anura,A
Kalophrynus_pleurostigma,Microhylidae,Anura,A
Otophryne_robusta,Microhylidae,Anura,S
Otophryne_pyburni,Microhylidae,Anura,S
Otophryne_steyermarki,Microhylidae,Anura,S
Synapturanus_salseri,Microhylidae,Anura,T
Synapturanus_mirandaribeiroi,Microhylidae,Anura,T
Melanobatrachus_indicus,Microhylidae,Anura,A
Anilany_helenae,Microhylidae,Anura,S
Rhombophryne_minuta,Microhylidae,Anura,S
Cophyla_phyllodactyla,Microhylidae,Anura,S
Cophyla_berara,Microhylidae,Anura,S
Plethodontohyla_guentheri,Microhylidae,Anura,A
Plethodontohyla_fonetana,Microhylidae,Anura,S
Plethodontohyla_notosticta,Microhylidae,Anura,A
Plethodontohyla_bipunctata,Microhylidae,Anura,A
Plethodontohyla_tuberata,Microhylidae,Anura,S
Plethodontohyla_ocellata,Microhylidae,Anura,A
Plethodontohyla_brevipes,Microhylidae,Anura,A
Plethodontohyla_mihanika,Microhylidae,Anura,A
Plethodontohyla_inguinalis,Microhylidae,Anura,A
Cophyla_pollicaris,Microhylidae,Anura,S
Cophyla_barbouri,Microhylidae,Anura,S
Cophyla_mavomavo,Microhylidae,Anura,S
Cophyla_tetra,Microhylidae,Anura,S
Cophyla_tuberifera,Microhylidae,Anura,S
Cophyla_milloti,Microhylidae,Anura,S
Cophyla_alticola,Microhylidae,Anura,S
Cophyla_tsaratananaensis,Microhylidae,Anura,S
Cophyla_grandis,Microhylidae,Anura,S
Anodonthyla_theoi,Microhylidae,Anura,A
Anodonthyla_pollicaris,Microhylidae,Anura,A
Anodonthyla_nigrigularis,Microhylidae,Anura,A
Anodonthyla_moramora,Microhylidae,Anura,A
Anodonthyla_vallani,Microhylidae,Anura,A
Anodonthyla_boulengerii,Microhylidae,Anura,A
Anodonthyla_hutchisoni,Microhylidae,Anura,A
Anodonthyla_jeanbai,Microhylidae,Anura,A
Anodonthyla_rouxae,Microhylidae,Anura,A
Anodonthyla_montana,Microhylidae,Anura,A
Anodonthyla_emilei,Microhylidae,Anura,A
Stumpffia_megsoni,Microhylidae,Anura,T
Stumpffia_hara,Microhylidae,Anura,T
Stumpffia_be,Microhylidae,Anura,T
Stumpffia_staffordi,Microhylidae,Anura,T
Stumpffia_madagascariensis,Microhylidae,Anura,T
Stumpffia_pygmaea,Microhylidae,Anura,T
Stumpffia_gimmeli,Microhylidae,Anura,T
Stumpffia_psologlossa,Microhylidae,Anura,T
Stumpffia_roseifemoralis,Microhylidae,Anura,T
Stumpffia_grandis,Microhylidae,Anura,T
Stumpffia_tetradactyla,Microhylidae,Anura,T
Stumpffia_tridactyla,Microhylidae,Anura,T
Rhombophryne_coronata,Microhylidae,Anura,S
Rhombophryne_serratopalpebrosa,Microhylidae,Anura,S
Plethodontohyla_alluaudi,Microhylidae,Anura,S
Rhombophryne_laevipes,Microhylidae,Anura,S
Rhombophryne_testudo,Microhylidae,Anura,S
Rhombophryne_coudreaui,Microhylidae,Anura,S
Scaphiophryne_menabensis,Microhylidae,Anura,A
Scaphiophryne_madagascariensis,Microhylidae,Anura,A
Scaphiophryne_boribory,Microhylidae,Anura,A
Scaphiophryne_marmorata,Microhylidae,Anura,A
Scaphiophryne_gottlebei,Microhylidae,Anura,A
Scaphiophryne_spinosa,Microhylidae,Anura,A
Scaphiophryne_calcarata,Microhylidae,Anura,A
Scaphiophryne_brevis,Microhylidae,Anura,A
Paradoxophyla_palmata,Microhylidae,Anura,A
Paradoxophyla_tiarano,Microhylidae,Anura,A
Hypopachus_ustus,Microhylidae,Anura,A
Hypopachus_barberi,Microhylidae,Anura,A
Hypopachus_variolosus,Microhylidae,Anura,A
Hypopachus_pictiventris,Microhylidae,Anura,A
Gastrophryne_carolinensis,Microhylidae,Anura,A
Gastrophryne_olivacea,Microhylidae,Anura,A
Gastrophryne_elegans,Microhylidae,Anura,A
Elachistocleis_ovalis,Microhylidae,Anura,A
Elachistocleis_cesarii,Microhylidae,Anura,A
Elachistocleis_surinamensis,Microhylidae,Anura,A
Elachistocleis_bicolor,Microhylidae,Anura,A
Dermatonotus_muelleri,Microhylidae,Anura,A
Arcovomer_passarellii,Microhylidae,Anura,A
Hamptophryne_boliviana,Microhylidae,Anura,A
Stereocyclops_incrassatus,Microhylidae,Anura,A
Dasypops_schirchi,Microhylidae,Anura,A
Myersiella_microps,Microhylidae,Anura,T
Chiasmocleis_alagoana,Microhylidae,Anura,A
Chiasmocleis_cordeiroi,Microhylidae,Anura,A
Chiasmocleis_crucis,Microhylidae,Anura,A
Chiasmocleis_schubarti,Microhylidae,Anura,A
Chiasmocleis_carvalhoi,Microhylidae,Anura,A
Chiasmocleis_capixaba,Microhylidae,Anura,A
Chiasmocleis_mantiqueira,Microhylidae,Anura,A
Chiasmocleis_leucosticta,Microhylidae,Anura,A
Chiasmocleis_albopunctata,Microhylidae,Anura,A
Chiasmocleis_devriesi,Microhylidae,Anura,A
Chiasmocleis_ventrimaculata,Microhylidae,Anura,A
Chiasmocleis_anatipes,Microhylidae,Anura,A
Chiasmocleis_shudikarensis,Microhylidae,Anura,A
Chiasmocleis_avilapiresae,Microhylidae,Anura,A
Chiasmocleis_antenori,Microhylidae,Anura,A
Chiasmocleis_bassleri,Microhylidae,Anura,A
Chiasmocleis_hudsoni,Microhylidae,Anura,A
Ctenophryne_aequatorialis,Microhylidae,Anura,A
Ctenophryne_geayi,Microhylidae,Anura,A
Hoplophryne_rogersi,Microhylidae,Anura,S
Hoplophryne_uluguruensis,Microhylidae,Anura,S
Phrynomantis_microps,Microhylidae,Anura,A
Phrynomantis_bifasciatus,Microhylidae,Anura,A
Phrynomantis_annectens,Microhylidae,Anura,A
Hyperolius_thomensis,Hyperoliidae,Anura,S
Hyperolius_molleri,Hyperoliidae,Anura,S
Hyperolius_veithi,Hyperoliidae,Anura,S
Hyperolius_cinnamomeoventris,Hyperoliidae,Anura,S
Hyperolius_concolor,Hyperoliidae,Anura,S
Hyperolius_zonatus,Hyperoliidae,Anura,S
Hyperolius_substriatus,Hyperoliidae,Anura,S
Hyperolius_puncticulatus,Hyperoliidae,Anura,A
Hyperolius_mitchelli,Hyperoliidae,Anura,S
Hyperolius_montanus,Hyperoliidae,Anura,S
Hyperolius_tanneri,Hyperoliidae,Anura,NA
Hyperolius_spinigularis,Hyperoliidae,Anura,S
Hyperolius_minutissimus,Hyperoliidae,Anura,NA
Hyperolius_bobirensis,Hyperoliidae,Anura,S
Hyperolius_picturatus,Hyperoliidae,Anura,S
Hyperolius_baumanni,Hyperoliidae,Anura,S
Hyperolius_sylvaticus,Hyperoliidae,Anura,S
Hyperolius_chlorosteus,Hyperoliidae,Anura,S
Hyperolius_laurenti,Hyperoliidae,Anura,NA
Hyperolius_torrentis,Hyperoliidae,Anura,S
Hyperolius_frontalis,Hyperoliidae,Anura,S
Hyperolius_castaneus,Hyperoliidae,Anura,S
Hyperolius_cystocandicans,Hyperoliidae,Anura,S
Hyperolius_jackie,Hyperoliidae,Anura,NA
Hyperolius_discodactylus,Hyperoliidae,Anura,NA
Hyperolius_lateralis,Hyperoliidae,Anura,S
Hyperolius_chelaensis,Hyperoliidae,Anura,NA
Hyperolius_cinereus,Hyperoliidae,Anura,NA
Hyperolius_mosaicus,Hyperoliidae,Anura,S
Hyperolius_ocellatus,Hyperoliidae,Anura,S
Hyperolius_quinquevittatus,Hyperoliidae,Anura,NA
Hyperolius_kivuensis,Hyperoliidae,Anura,S
Hyperolius_tuberilinguis,Hyperoliidae,Anura,S
Alexteroon_obstetricans,Hyperoliidae,Anura,S
Hyperolius_tuberculatus,Hyperoliidae,Anura,A
Hyperolius_nitidulus,Hyperoliidae,Anura,A
Hyperolius_parallelus,Hyperoliidae,Anura,A
Hyperolius_spatzi,Hyperoliidae,Anura,NA
Hyperolius_phantasticus,Hyperoliidae,Anura,S
Hyperolius_glandicolor,Hyperoliidae,Anura,S
Hyperolius_marmoratus,Hyperoliidae,Anura,A
Hyperolius_viridiflavus,Hyperoliidae,Anura,A
Hyperolius_lamottei,Hyperoliidae,Anura,S
Hyperolius_argus,Hyperoliidae,Anura,S
Hyperolius_fusciventris,Hyperoliidae,Anura,S
Hyperolius_guttulatus,Hyperoliidae,Anura,S
Hyperolius_pardalis,Hyperoliidae,Anura,S
Hyperolius_riggenbachi,Hyperoliidae,Anura,S
Hyperolius_howelli,Hyperoliidae,Anura,A
Hyperolius_microps,Hyperoliidae,Anura,A
Hyperolius_friedemanni,Hyperoliidae,Anura,A
Hyperolius_adspersus,Hyperoliidae,Anura,A
Hyperolius_dartevellei,Hyperoliidae,Anura,A
Hyperolius_igbettensis,Hyperoliidae,Anura,A
Hyperolius_jacobseni,Hyperoliidae,Anura,A
Hyperolius_poweri,Hyperoliidae,Anura,NA
Hyperolius_rwandae,Hyperoliidae,Anura,NA
Hyperolius_benguellensis,Hyperoliidae,Anura,A
Hyperolius_nasutus,Hyperoliidae,Anura,A
Hyperolius_inyangae,Hyperoliidae,Anura,A
Hyperolius_viridis,Hyperoliidae,Anura,NA
Hyperolius_pusillus,Hyperoliidae,Anura,S
Hyperolius_lupiroensis,Hyperoliidae,Anura,S
Hyperolius_horstockii,Hyperoliidae,Anura,S
Hyperolius_semidiscus,Hyperoliidae,Anura,S
Morerella_cyanophthalma,Hyperoliidae,Anura,S
Heterixalus_rutenbergi,Hyperoliidae,Anura,S
Heterixalus_luteostriatus,Hyperoliidae,Anura,S
Heterixalus_carbonei,Hyperoliidae,Anura,S
Heterixalus_betsileo,Hyperoliidae,Anura,S
Heterixalus_variabilis,Hyperoliidae,Anura,S
Heterixalus_tricolor,Hyperoliidae,Anura,S
Heterixalus_andrakata,Hyperoliidae,Anura,S
Heterixalus_boettgeri,Hyperoliidae,Anura,S
Heterixalus_alboguttatus,Hyperoliidae,Anura,S
Heterixalus_madagascariensis,Hyperoliidae,Anura,S
Heterixalus_punctatus,Hyperoliidae,Anura,S
Tachycnemis_seychellensis,Hyperoliidae,Anura,S
Afrixalus_dorsalis,Hyperoliidae,Anura,S
Afrixalus_paradorsalis,Hyperoliidae,Anura,S
Afrixalus_quadrivittatus,Hyperoliidae,Anura,S
Afrixalus_laevis,Hyperoliidae,Anura,S
Afrixalus_fornasini,Hyperoliidae,Anura,S
Afrixalus_stuhlmanni,Hyperoliidae,Anura,S
Afrixalus_delicatus,Hyperoliidae,Anura,S
Afrixalus_knysnae,Hyperoliidae,Anura,S
Opisthothylax_immaculatus,Hyperoliidae,Anura,S
Kassina_senegalensis,Hyperoliidae,Anura,A
Kassina_maculosa,Hyperoliidae,Anura,A
Semnodactylus_wealii,Hyperoliidae,Anura,A
Phlyctimantis_verrucosus,Hyperoliidae,Anura,A
Phlyctimantis_maculatus,Hyperoliidae,Anura,A
Phlyctimantis_leonardi,Hyperoliidae,Anura,A
Acanthixalus_spinosus,Hyperoliidae,Anura,S
Acanthixalus_sonjae,Hyperoliidae,Anura,S
Cryptothylax_greshoffii,Hyperoliidae,Anura,S
Arthroleptis_bioko,Arthroleptidae,Anura,D
Arthroleptis_brevipes,Arthroleptidae,Anura,D
Arthroleptis_adelphus,Arthroleptidae,Anura,D
Arthroleptis_poecilonotus,Arthroleptidae,Anura,D
Arthroleptis_nimbaensis,Arthroleptidae,Anura,D
Arthroleptis_crusculum,Arthroleptidae,Anura,D
Arthroleptis_langeri,Arthroleptidae,Anura,D
Arthroleptis_palava,Arthroleptidae,Anura,D
Arthroleptis_krokosua,Arthroleptidae,Anura,D
Arthroleptis_variabilis,Arthroleptidae,Anura,D
Arthroleptis_perreti,Arthroleptidae,Anura,D
Arthroleptis_adolfifriederici,Arthroleptidae,Anura,D
Arthroleptis_tanneri,Arthroleptidae,Anura,D
Arthroleptis_stenodactylus,Arthroleptidae,Anura,D
Arthroleptis_nikeae,Arthroleptidae,Anura,D
Arthroleptis_affinis,Arthroleptidae,Anura,D
Arthroleptis_reichei,Arthroleptidae,Anura,D
Arthroleptis_wahlbergii,Arthroleptidae,Anura,D
Arthroleptis_francei,Arthroleptidae,Anura,D
Arthroleptis_formosus,Arthroleptidae,Anura,D
Arthroleptis_aureoli,Arthroleptidae,Anura,D
Arthroleptis_sylvaticus,Arthroleptidae,Anura,D
Arthroleptis_taeniatus,Arthroleptidae,Anura,D
Arthroleptis_xenodactyloides,Arthroleptidae,Anura,D
Arthroleptis_schubotzi,Arthroleptidae,Anura,D
Arthroleptis_xenodactylus,Arthroleptidae,Anura,D
Arthroleptis_kidogo,Arthroleptidae,Anura,D
Arthroleptis_fichika,Arthroleptidae,Anura,D
Cardioglossa_manengouba,Arthroleptidae,Anura,S
Cardioglossa_oreas,Arthroleptidae,Anura,S
Cardioglossa_pulchra,Arthroleptidae,Anura,S
Cardioglossa_occidentalis,Arthroleptidae,Anura,S
Cardioglossa_leucomystax,Arthroleptidae,Anura,S
Cardioglossa_elegans,Arthroleptidae,Anura,S
Cardioglossa_gratiosa,Arthroleptidae,Anura,S
Cardioglossa_melanogaster,Arthroleptidae,Anura,S
Cardioglossa_schioetzi,Arthroleptidae,Anura,S
Cardioglossa_gracilis,Arthroleptidae,Anura,S
Leptopelis_fiziensis,Arthroleptidae,Anura,S
Leptopelis_karissimbensis,Arthroleptidae,Anura,S
Leptopelis_millsoni,Arthroleptidae,Anura,S
Leptopelis_kivuensis,Arthroleptidae,Anura,S
Leptopelis_bocagii,Arthroleptidae,Anura,S
Leptopelis_concolor,Arthroleptidae,Anura,S
Leptopelis_vermiculatus,Arthroleptidae,Anura,S
Leptopelis_modestus,Arthroleptidae,Anura,S
Leptopelis_brevirostris,Arthroleptidae,Anura,S
Leptopelis_palmatus,Arthroleptidae,Anura,S
Leptopelis_calcaratus,Arthroleptidae,Anura,S
Leptopelis_natalensis,Arthroleptidae,Anura,S
Leptopelis_argenteus,Arthroleptidae,Anura,S
Leptopelis_flavomaculatus,Arthroleptidae,Anura,S
Astylosternus_schioetzi,Arthroleptidae,Anura,A
Astylosternus_batesi,Arthroleptidae,Anura,A
Astylosternus_diadematus,Arthroleptidae,Anura,A
Trichobatrachus_robustus,Arthroleptidae,Anura,A
Astylosternus_occidentalis,Arthroleptidae,Anura,A
Astylosternus_laticephalus,Arthroleptidae,Anura,A
Scotobleps_gabonicus,Arthroleptidae,Anura,A
Nyctibates_corrugatus,Arthroleptidae,Anura,A
Leptodactylodon_perreti,Arthroleptidae,Anura,A
Leptodactylodon_axillaris,Arthroleptidae,Anura,A
Leptodactylodon_bicolor,Arthroleptidae,Anura,A
Callulina_shengena,Brevicipitidae,Anura,T
Callulina_laphami,Brevicipitidae,Anura,T
Callulina_kanga,Brevicipitidae,Anura,T
Callulina_dawida,Brevicipitidae,Anura,T
Callulina_kreffti,Brevicipitidae,Anura,T
Callulina_kisiwamsitu,Brevicipitidae,Anura,T
Callulina_stanleyi,Brevicipitidae,Anura,T
Spelaeophryne_methneri,Brevicipitidae,Anura,T
Probreviceps_loveridgei,Brevicipitidae,Anura,T
Probreviceps_macrodactylus,Brevicipitidae,Anura,T
Probreviceps_uluguruensis,Brevicipitidae,Anura,T
Probreviceps_rungwensis,Brevicipitidae,Anura,T
Probreviceps_durirostris,Brevicipitidae,Anura,T
Balebreviceps_hillmani,Brevicipitidae,Anura,T
Breviceps_namaquensis,Brevicipitidae,Anura,T
Breviceps_macrops,Brevicipitidae,Anura,T
Breviceps_branchi,Brevicipitidae,Anura,T
Breviceps_fuscus,Brevicipitidae,Anura,T
Breviceps_mossambicus,Brevicipitidae,Anura,T
Breviceps_fichus,Brevicipitidae,Anura,T
Breviceps_adspersus,Brevicipitidae,Anura,T
Hemisus_marmoratus,Hemisotidae,Anura,S
Sechellophryne_gardineri,Sooglossidae,Anura,D
Sechellophryne_pipilodryas,Sooglossidae,Anura,D
Sooglossus_sechellensis,Sooglossidae,Anura,T
Sooglossus_thomasseti,Sooglossidae,Anura,T
Nasikabatrachus_sahyadrensis,Nasikabatrachidae,Anura,A
Heleophryne_regis,Heleophrynidae,Anura,A
Heleophryne_purcelli,Heleophrynidae,Anura,A
Hadromophryne_natalensis,Heleophrynidae,Anura,A
Leptobrachium_guangxiense,Megophryidae,Anura,A
Leptobrachium_hainanense,Megophryidae,Anura,A
Leptobrachium_buchardi,Megophryidae,Anura,A
Leptobrachium_ngoclinhense,Megophryidae,Anura,A
Leptobrachium_pullum,Megophryidae,Anura,A
Leptobrachium_mouhoti,Megophryidae,Anura,A
Leptobrachium_xanthops,Megophryidae,Anura,A
Leptobrachium_xanthospilum,Megophryidae,Anura,A
Leptobrachium_leucops,Megophryidae,Anura,A
Leptobrachium_banae,Megophryidae,Anura,A
Leptobrachium_leishanense,Megophryidae,Anura,A
Leptobrachium_liui,Megophryidae,Anura,A
Leptobrachium_boringii,Megophryidae,Anura,A
Leptobrachium_ailaonicum,Megophryidae,Anura,A
Leptobrachium_chapaense,Megophryidae,Anura,A
Leptobrachium_huashen,Megophryidae,Anura,A
Leptobrachium_promustache,Megophryidae,Anura,A
Leptobrachium_nigrops,Megophryidae,Anura,A
Leptobrachium_kanowitense,Megophryidae,Anura,A
Leptobrachium_ingeri,Megophryidae,Anura,A
Leptobrachium_hendricksoni,Megophryidae,Anura,A
Leptobrachium_hasseltii,Megophryidae,Anura,A
Leptobrachium_smithi,Megophryidae,Anura,A
Leptobrachium_rakhinense,Megophryidae,Anura,A
Leptobrachium_abbotti,Megophryidae,Anura,A
Leptobrachium_waysepuntiense,Megophryidae,Anura,A
Leptobrachium_gunungense,Megophryidae,Anura,A
Leptobrachium_montanum,Megophryidae,Anura,A
Leptobrachium_lumadorum,Megophryidae,Anura,A
Leptobrachium_mangyanorum,Megophryidae,Anura,A
Leptobrachium_tagbanorum,Megophryidae,Anura,A
Oreolalax_popei,Megophryidae,Anura,A
Oreolalax_omeimontis,Megophryidae,Anura,A
Oreolalax_chuanbeiensis,Megophryidae,Anura,A
Oreolalax_nanjiangensis,Megophryidae,Anura,A
Oreolalax_multipunctatus,Megophryidae,Anura,A
Oreolalax_major,Megophryidae,Anura,A
Oreolalax_liangbeiensis,Megophryidae,Anura,A
Oreolalax_rugosus,Megophryidae,Anura,A
Oreolalax_xiangchengensis,Megophryidae,Anura,A
Oreolalax_jingdongensis,Megophryidae,Anura,A
Oreolalax_pingii,Megophryidae,Anura,A
Oreolalax_schmidti,Megophryidae,Anura,A
Oreolalax_lichuanensis,Megophryidae,Anura,A
Oreolalax_rhodostigmatus,Megophryidae,Anura,A
Scutiger_tuberculatus,Megophryidae,Anura,A
Scutiger_muliensis,Megophryidae,Anura,A
Scutiger_boulengeri,Megophryidae,Anura,A
Scutiger_mammatus,Megophryidae,Anura,A
Scutiger_liupanensis,Megophryidae,Anura,A
Scutiger_glandulatus,Megophryidae,Anura,A
Scutiger_chintingensis,Megophryidae,Anura,A
Scutiger_ningshanensis,Megophryidae,Anura,A
Leptobrachella_pelodytoides,Megophryidae,Anura,A
Leptobrachella_ventripunctata,Megophryidae,Anura,A
Leptobrachella_bourreti,Megophryidae,Anura,A
Leptobrachella_aerea,Megophryidae,Anura,A
Leptobrachella_minima,Megophryidae,Anura,A
Leptobrachella_pluvialis,Megophryidae,Anura,A
Leptobrachella_eos,Megophryidae,Anura,A
Leptobrachella_oshanensis,Megophryidae,Anura,A
Leptobrachella_liui,Megophryidae,Anura,A
Leptobrachella_firthi,Megophryidae,Anura,A
Leptobrachella_bidoupensis,Megophryidae,Anura,A
Leptobrachella_applebyi,Megophryidae,Anura,A
Leptobrachella_melica,Megophryidae,Anura,A
Leptobrachella_heteropus,Megophryidae,Anura,A
Leptobrachella_sabahmontana,Megophryidae,Anura,A
Leptobrachella_dringi,Megophryidae,Anura,A
Leptobrachella_fritinniens,Megophryidae,Anura,A
Leptobrachella_picta,Megophryidae,Anura,A
Leptobrachella_maura,Megophryidae,Anura,A
Leptobrachella_arayai,Megophryidae,Anura,A
Leptobrachella_gracilis,Megophryidae,Anura,A
Megophrys_omeimontis,Megophryidae,Anura,A
Megophrys_spinata,Megophryidae,Anura,A
Megophrys_parva,Megophryidae,Anura,A
Megophrys_jinggangensis,Megophryidae,Anura,A
Megophrys_huangshanensis,Megophryidae,Anura,A
Megophrys_brachykolos,Megophryidae,Anura,A
Megophrys_kuatunensis,Megophryidae,Anura,A
Megophrys_boettgeri,Megophryidae,Anura,A
Megophrys_minor,Megophryidae,Anura,A
Megophrys_microstoma,Megophryidae,Anura,A
Megophrys_hansi,Megophryidae,Anura,A
Megophrys_mangshanensis,Megophryidae,Anura,A
Megophrys_major,Megophryidae,Anura,A
Megophrys_lekaguli,Megophryidae,Anura,A
Megophrys_longipes,Megophryidae,Anura,A
Megophrys_aceras,Megophryidae,Anura,A
Megophrys_intermedia,Megophryidae,Anura,A
Megophrys_carinense,Megophryidae,Anura,A
Megophrys_feae,Megophryidae,Anura,A
Megophrys_nankiangensis,Megophryidae,Anura,A
Megophrys_shapingensis,Megophryidae,Anura,A
Megophrys_baluensis,Megophryidae,Anura,A
Megophrys_nasuta,Megophryidae,Anura,A
Pelobates_varaldii,Pelobatidae,Anura,A
Pelobates_cultripes,Pelobatidae,Anura,A
Pelobates_syriacus,Pelobatidae,Anura,A
Pelobates_fuscus,Pelobatidae,Anura,A
Pelodytes_punctatus,Pelodytidae,Anura,A
Pelodytes_ibericus,Pelodytidae,Anura,A
Pelodytes_caucasicus,Pelodytidae,Anura,A
Spea_intermontana,Scaphiopodidae,Anura,A
Spea_bombifrons,Scaphiopodidae,Anura,A
Spea_hammondii,Scaphiopodidae,Anura,A
Spea_multiplicata,Scaphiopodidae,Anura,A
Scaphiopus_holbrookii,Scaphiopodidae,Anura,A
Scaphiopus_hurterii,Scaphiopodidae,Anura,A
Scaphiopus_couchii,Scaphiopodidae,Anura,A
Xenopus_longipes,Pipidae,Anura,A
Xenopus_amieti,Pipidae,Anura,A
Xenopus_boumbaensis,Pipidae,Anura,A
Xenopus_itombwensis,Pipidae,Anura,A
Xenopus_wittei,Pipidae,Anura,A
Xenopus_andrei,Pipidae,Anura,A
Xenopus_pygmaeus,Pipidae,Anura,A
Xenopus_fraseri,Pipidae,Anura,A
Xenopus_victorianus,Pipidae,Anura,A
Xenopus_petersii,Pipidae,Anura,A
Xenopus_laevis,Pipidae,Anura,A
Xenopus_gilli,Pipidae,Anura,A
Xenopus_vestitus,Pipidae,Anura,A
Xenopus_lenduensis,Pipidae,Anura,A
Xenopus_clivii,Pipidae,Anura,A
Xenopus_borealis,Pipidae,Anura,A
Xenopus_ruwenzoriensis,Pipidae,Anura,A
Xenopus_largeni,Pipidae,Anura,A
Xenopus_muelleri,Pipidae,Anura,A
Xenopus_tropicalis,Pipidae,Anura,A
Xenopus_epitropicalis,Pipidae,Anura,A
Pseudhymenochirus_merlini,Pipidae,Anura,A
Hymenochirus_boettgeri,Pipidae,Anura,A
Pipa_pipa,Pipidae,Anura,D
Pipa_parva,Pipidae,Anura,S
Pipa_carvalhoi,Pipidae,Anura,S
Rhinophrynus_dorsalis,Rhinophrynidae,Anura,A
Discoglossus_pictus,Alytidae,Anura,A
Discoglossus_sardus,Alytidae,Anura,A
Discoglossus_scovazzi,Alytidae,Anura,A
Discoglossus_galganoi,Alytidae,Anura,A
Discoglossus_montalentii,Alytidae,Anura,A
Latonia_nigriventer,Alytidae,Anura,A
Alytes_dickhilleni,Alytidae,Anura,S
Alytes_muletensis,Alytidae,Anura,S
Alytes_maurus,Alytidae,Anura,S
Alytes_obstetricans,Alytidae,Anura,S
Alytes_cisternasii,Alytidae,Anura,S
Bombina_variegata,Bombinatoridae,Anura,A
Bombina_pachypus,Bombinatoridae,Anura,A
Bombina_bombina,Bombinatoridae,Anura,A
Bombina_orientalis,Bombinatoridae,Anura,A
Bombina_microdeladigitora,Bombinatoridae,Anura,A
Bombina_maxima,Bombinatoridae,Anura,A
Barbourula_busuangensis,Bombinatoridae,Anura,NA
Barbourula_kalimantanensis,Bombinatoridae,Anura,NA
Leiopelma_hamiltoni,Leiopelmatidae,Anura,T
