Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10010001
        It Per Stone:               5000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
73	0.825140	3750	-0.259333	-20.086835
74	0.822914	3750	-0.253837	-20.340672
75	0.820691	3750	-0.254845	-20.595517
76	0.818473	3750	-0.259386	-20.854903
77	0.816258	3750	-0.257122	-21.112025
78	0.814046	3750	-0.254964	-21.366989
79	0.811838	3750	-0.254574	-21.621562
80	0.809634	3750	-0.257462	-21.879024
81	0.807433	3750	-0.252851	-22.131875
82	0.805236	3750	-0.253766	-22.385641
83	0.803043	3750	-0.253457	-22.639099
84	0.800853	3750	-0.248281	-22.887379
85	0.798667	3750	-0.258279	-23.145658
86	0.796484	3750	-0.262214	-23.407871
87	0.794305	3750	-0.257054	-23.664926
88	0.792129	3750	-0.256259	-23.921185
89	0.789957	3750	-0.252611	-24.173796
90	0.787789	3750	-0.252467	-24.426263
91	0.785624	3750	-0.253164	-24.679427
92	0.783463	3750	-0.252211	-24.931638
93	0.781305	3750	-0.245412	-25.177050
94	0.779151	3750	-0.247612	-25.424662
95	0.777000	3750	-0.248007	-25.672670
96	0.774853	3750	-0.247397	-25.920067
97	0.772710	3750	-0.248398	-26.168464
98	0.770570	3750	-0.246523	-26.414987
99	0.768433	3750	-0.250275	-26.665263
100	0.766301	3750	-0.249835	-26.915098
101	0.764172	3750	-0.250052	-27.165150
102	0.762046	3750	-0.248026	-27.413177
103	0.759924	3750	-0.245055	-27.658231
104	0.757805	3750	-0.246241	-27.904472
105	0.755690	3750	-0.245488	-28.149960
106	0.753579	3750	-0.240279	-28.390238
107	0.751471	3750	-0.248726	-28.638964
108	0.749366	3750	-0.248296	-28.887261
109	0.747266	3750	-0.253345	-29.140605
110	0.745168	3750	-0.244615	-29.385220
111	0.743075	3750	-0.242715	-29.627935
112	0.740984	3750	-0.242756	-29.870691
113	0.738898	3750	-0.240605	-30.111296
114	0.736815	3750	-0.246664	-30.357961
115	0.734735	3750	-0.240422	-30.598383
116	0.732659	3750	-0.245120	-30.843503
117	0.730586	3750	-0.242776	-31.086279
118	0.728517	3750	-0.242141	-31.328420
119	0.726452	3750	-0.240133	-31.568553
120	0.724390	3750	-0.242538	-31.811091
121	0.722331	3750	-0.242270	-32.053361
122	0.720276	3750	-0.239378	-32.292740
123	0.718225	3750	-0.237908	-32.530648
124	0.716177	3750	-0.241852	-32.772500
125	0.714132	3750	-0.242502	-33.015002
126	0.712091	3750	-0.240579	-33.255581
127	0.710054	3750	-0.245092	-33.500674
128	0.708020	3750	-0.238086	-33.738759
129	0.705989	3750	-0.239167	-33.977927
130	0.703962	3750	-0.233214	-34.211141
131	0.701939	3750	-0.235893	-34.447034
132	0.699919	3750	-0.239092	-34.686127
133	0.697902	3750	-0.233433	-34.919559
134	0.695889	3750	-0.236107	-35.155666
135	0.693880	3750	-0.235946	-35.391612
136	0.691874	3750	-0.234654	-35.626266
137	0.689871	3750	-0.233677	-35.859942
138	0.687872	3750	-0.235007	-36.094950
139	0.685877	3750	-0.229256	-36.324206
140	0.683885	3750	-0.232867	-36.557073
141	0.681896	3750	-0.233939	-36.791012
142	0.679911	3750	-0.234953	-37.025965
143	0.677929	3750	-0.235142	-37.261107
144	0.675951	3750	-0.233539	-37.494646
145	0.673976	3750	-0.227222	-37.721868
146	0.672005	3750	-0.232374	-37.954242
147	0.670037	3750	-0.227911	-38.182153
148	0.668073	3750	-0.234776	-38.416929
149	0.666112	3750	-0.229852	-38.646780
150	0.664155	3750	-0.227532	-38.874313
151	0.662201	3750	-0.228136	-39.102448
152	0.660250	3750	-0.235141	-39.337589
153	0.658303	3750	-0.229615	-39.567204
154	0.656359	3750	-0.230517	-39.797721
155	0.654419	3750	-0.227788	-40.025509
156	0.652483	3750	-0.226470	-40.251978
157	0.650549	3750	-0.230970	-40.482948
158	0.648619	3750	-0.227903	-40.710852
159	0.646693	3750	-0.224488	-40.935340
160	0.644770	3750	-0.224715	-41.160055
161	0.642851	3750	-0.223871	-41.383927
162	0.640934	3750	-0.223455	-41.607382
163	0.639022	3750	-0.233843	-41.841225
164	0.637113	3750	-0.228754	-42.069979
165	0.635207	3750	-0.228365	-42.298345
166	0.633304	3750	-0.222919	-42.521263
167	0.631405	3750	-0.222257	-42.743520
168	0.629510	3750	-0.222311	-42.965832
169	0.627618	3750	-0.224466	-43.190298
170	0.625729	3750	-0.228545	-43.418842
171	0.623844	3750	-0.221287	-43.640129
172	0.621962	3750	-0.221432	-43.861561
173	0.620083	3750	-0.220955	-44.082516
174	0.618208	3750	-0.222868	-44.305384
175	0.616337	3750	-0.225378	-44.530763
176	0.614468	3750	-0.221458	-44.752220
177	0.612604	3750	-0.224703	-44.976923
178	0.610742	3750	-0.218543	-45.195466
179	0.608884	3750	-0.217316	-45.412782
180	0.607029	3750	-0.219588	-45.632370
181	0.605178	3750	-0.219387	-45.851757
182	0.603330	3750	-0.218590	-46.070347
183	0.601486	3750	-0.215898	-46.286245
184	0.599645	3750	-0.213128	-46.499373
185	0.597807	3750	-0.220432	-46.719805
186	0.595973	3750	-0.213241	-46.933046
187	0.594142	3750	-0.220172	-47.153218
188	0.592314	3750	-0.215061	-47.368279
189	0.590490	3750	-0.219126	-47.587405
190	0.588669	3750	-0.218710	-47.806115
191	0.586852	3750	-0.218190	-48.024305
192	0.585038	3750	-0.216340	-48.240644
193	0.583227	3750	-0.212066	-48.452710
194	0.581420	3750	-0.211114	-48.663824
195	0.579616	3750	-0.214278	-48.878103
196	0.577815	3750	-0.215352	-49.093454
197	0.576018	3750	-0.210821	-49.304275
198	0.574224	3750	-0.209734	-49.514010
199	0.572433	3750	-0.212573	-49.726582
200	0.570646	3750	-0.208457	-49.935040
201	0.568862	3750	-0.214551	-50.149591
202	0.567082	3750	-0.209768	-50.359359
203	0.565305	3750	-0.211141	-50.570499
204	0.563531	3750	-0.212570	-50.783070
205	0.561761	3750	-0.212144	-50.995214
206	0.559993	3750	-0.207388	-51.202602
207	0.558230	3750	-0.212798	-51.415401
208	0.556469	3750	-0.208036	-51.623437
209	0.554712	3750	-0.207404	-51.830841
210	0.552958	3750	-0.209340	-52.040181
211	0.551208	3750	-0.211334	-52.251515
212	0.549461	3750	-0.216842	-52.468357
213	0.547717	3750	-0.207545	-52.675902
214	0.545977	3750	-0.205886	-52.881789
215	0.544240	3750	-0.205921	-53.087710
216	0.542506	3750	-0.205176	-53.292885
217	0.540775	3750	-0.204914	-53.497799
218	0.539048	3750	-0.202767	-53.700567
219	0.537324	3750	-0.202549	-53.903116
220	0.535604	3750	-0.202255	-54.105371
221	0.533887	3750	-0.202301	-54.307672
222	0.532173	3750	-0.202281	-54.509953
223	0.530462	3750	-0.203127	-54.713080
224	0.528755	3750	-0.200436	-54.913516
225	0.527051	3750	-0.199381	-55.112897
226	0.525350	3750	-0.203774	-55.316672
227	0.523653	3750	-0.201916	-55.518587
228	0.521958	3750	-0.202230	-55.720817
229	0.520268	3750	-0.198650	-55.919467
230	0.518580	3750	-0.201937	-56.121404
231	0.516896	3750	-0.207217	-56.328621
232	0.515215	3750	-0.197565	-56.526185
233	0.513537	3750	-0.200121	-56.726307
234	0.511863	3750	-0.195940	-56.922247
235	0.510192	3750	-0.201441	-57.123688
236	0.508524	3750	-0.196897	-57.320585
237	0.506859	3750	-0.198689	-57.519275
238	0.505198	3750	-0.200523	-57.719798
239	0.503540	3750	-0.197191	-57.916988
240	0.501885	3750	-0.196141	-58.113130
241	0.500234	3750	-0.200780	-58.313910
242	0.498586	3750	-0.200410	-58.514320
243	0.496941	3750	-0.196467	-58.710786
244	0.495299	3750	-0.201229	-58.912015
245	0.493660	3750	-0.202873	-59.114888
246	0.492025	3750	-0.192074	-59.306962
247	0.490393	3750	-0.193070	-59.500032
248	0.488765	3750	-0.193647	-59.693679
249	0.487139	3750	-0.191078	-59.884757
250	0.485517	3750	-0.194965	-60.079722
251	0.483898	3750	-0.191752	-60.271474
252	0.482283	3750	-0.192785	-60.464259
253	0.480670	3750	-0.202910	-60.667170
254	0.479061	3750	-0.195248	-60.862418
255	0.477455	3750	-0.194116	-61.056534
256	0.475852	3750	-0.192646	-61.249180
257	0.474253	3750	-0.188811	-61.437991
258	0.472656	3750	-0.196966	-61.634957
259	0.471063	3750	-0.188661	-61.823618
260	0.469474	3750	-0.189650	-62.013267
261	0.467887	3750	-0.188150	-62.201417
262	0.466304	3750	-0.184856	-62.386273
263	0.464723	3750	-0.189928	-62.576202
264	0.463146	3750	-0.187199	-62.763400
265	0.461573	3750	-0.186586	-62.949986
266	0.460002	3750	-0.188016	-63.138002
267	0.458435	3750	-0.188297	-63.326299
268	0.456871	3750	-0.188353	-63.514652
269	0.455310	3750	-0.186762	-63.701414
270	0.453752	3750	-0.183826	-63.885241
271	0.452198	3750	-0.183031	-64.068271
272	0.450647	3750	-0.187366	-64.255637
273	0.449098	3750	-0.186977	-64.442614
274	0.447554	3750	-0.186541	-64.629155
275	0.446012	3750	-0.183305	-64.812461
276	0.444473	3750	-0.189448	-65.001909
277	0.442938	3750	-0.186604	-65.188513
278	0.441406	3750	-0.183803	-65.372315
279	0.439877	3750	-0.187727	-65.560043
280	0.438351	3750	-0.180620	-65.740663
281	0.436829	3750	-0.186386	-65.927049
282	0.435309	3750	-0.184023	-66.111072
283	0.433793	3750	-0.184380	-66.295451
284	0.432280	3750	-0.180005	-66.475456
285	0.430770	3750	-0.184117	-66.659573
286	0.429263	3750	-0.186196	-66.845769
287	0.427760	3750	-0.186175	-67.031944
288	0.426259	3750	-0.181228	-67.213172
289	0.424762	3750	-0.180062	-67.393234
290	0.423268	3750	-0.181183	-67.574417
291	0.421777	3750	-0.181089	-67.755505
292	0.420289	3750	-0.176299	-67.931804
293	0.418805	3750	-0.179623	-68.111427
294	0.417323	3750	-0.179478	-68.290905
295	0.415845	3750	-0.185470	-68.476375
296	0.414370	3750	-0.175172	-68.651548
297	0.412898	3750	-0.181246	-68.832794
298	0.411429	3750	-0.174271	-69.007064
299	0.409963	3750	-0.175629	-69.182694
300	0.408501	3750	-0.173654	-69.356348
301	0.407041	3750	-0.173503	-69.529850
302	0.405585	3750	-0.177645	-69.707495
303	0.404132	3750	-0.176878	-69.884373
304	0.402682	3750	-0.178676	-70.063049
305	0.401235	3750	-0.174966	-70.238015
306	0.399791	3750	-0.172962	-70.410977
307	0.398350	3750	-0.172227	-70.583204
308	0.396913	3750	-0.175453	-70.758658
309	0.395478	3750	-0.176879	-70.935536
310	0.394047	3750	-0.176912	-71.112448
311	0.392619	3750	-0.173610	-71.286058
312	0.391194	3750	-0.172409	-71.458466
313	0.389772	3750	-0.169642	-71.628109
314	0.388353	3750	-0.173812	-71.801921
315	0.386937	3750	-0.173605	-71.975526
316	0.385524	3750	-0.175499	-72.151025
317	0.384115	3750	-0.174000	-72.325026
318	0.382708	3750	-0.171107	-72.496132
319	0.381305	3750	-0.168159	-72.664291
320	0.379904	3750	-0.174014	-72.838305
321	0.378507	3750	-0.171414	-73.009720
322	0.377113	3750	-0.173830	-73.183550
323	0.375722	3750	-0.167252	-73.350802
324	0.374334	3750	-0.170193	-73.520994
325	0.372949	3750	-0.167860	-73.688854
326	0.371567	3750	-0.166832	-73.855687
327	0.370189	3750	-0.168356	-74.024043
328	0.368813	3750	-0.167090	-74.191132
329	0.367440	3750	-0.166755	-74.357888
330	0.366071	3750	-0.165373	-74.523261
331	0.364705	3750	-0.169545	-74.692806
332	0.363341	3750	-0.169032	-74.861838
333	0.361981	3750	-0.165986	-75.027824
334	0.360624	3750	-0.167963	-75.195786
335	0.359269	3750	-0.167102	-75.362889
336	0.357918	3750	-0.159514	-75.522402
337	0.356570	3750	-0.163483	-75.685885
338	0.355225	3750	-0.163290	-75.849175
339	0.353883	3750	-0.163364	-76.012540
340	0.352544	3750	-0.162809	-76.175349
341	0.351208	3750	-0.166749	-76.342097
342	0.349875	3750	-0.160195	-76.502293
343	0.348546	3750	-0.162109	-76.664402
344	0.347219	3750	-0.161832	-76.826234
345	0.345895	3750	-0.158344	-76.984577
346	0.344574	3750	-0.163923	-77.148500
347	0.343257	3750	-0.160201	-77.308701
348	0.341942	3750	-0.160161	-77.468863
349	0.340630	3750	-0.168289	-77.637152
350	0.339322	3750	-0.162016	-77.799168
351	0.338016	3750	-0.161339	-77.960507
352	0.336714	3750	-0.163678	-78.124186
353	0.335414	3750	-0.160150	-78.284336
354	0.334118	3750	-0.160597	-78.444933
355	0.332824	3750	-0.156274	-78.601208
356	0.331534	3750	-0.158774	-78.759982
357	0.330246	3750	-0.155383	-78.915365
358	0.328962	3750	-0.156390	-79.071755
359	0.327680	3750	-0.159948	-79.231703
360	0.326401	3750	-0.154825	-79.386528
361	0.325126	3750	-0.154702	-79.541230
362	0.323853	3750	-0.158379	-79.699609
363	0.322584	3750	-0.158408	-79.858016
364	0.321317	3750	-0.161534	-80.019550
365	0.320054	3750	-0.156796	-80.176346
366	0.318793	3750	-0.153007	-80.329353
367	0.317536	3750	-0.152780	-80.482133
368	0.316281	3750	-0.156281	-80.638414
369	0.315030	3750	-0.159055	-80.797469
370	0.313781	3750	-0.153520	-80.950989
371	0.312535	3750	-0.153469	-81.104458
372	0.311293	3750	-0.154275	-81.258732
373	0.310053	3750	-0.151831	-81.410563
374	0.308816	3750	-0.155593	-81.566157
375	0.307582	3750	-0.153377	-81.719533
376	0.306352	3750	-0.154603	-81.874137
377	0.305124	3750	-0.154461	-82.028598
378	0.303899	3750	-0.151194	-82.179792
379	0.302677	3750	-0.152511	-82.332304
380	0.301458	3750	-0.148718	-82.481022
381	0.300242	3750	-0.152710	-82.633731
382	0.299029	3750	-0.149995	-82.783727
383	0.297819	3750	-0.151568	-82.935295
384	0.296611	3750	-0.149168	-83.084463
385	0.295407	3750	-0.149790	-83.234253
386	0.294206	3750	-0.144554	-83.378807
387	0.293007	3750	-0.153112	-83.531919
388	0.291812	3750	-0.150989	-83.682908
389	0.290619	3750	-0.145670	-83.828578
390	0.289430	3750	-0.147017	-83.975595
391	0.288243	3750	-0.149013	-84.124608
392	0.287059	3750	-0.147946	-84.272555
393	0.285879	3750	-0.147303	-84.419858
394	0.284701	3750	-0.145719	-84.565577
395	0.283526	3750	-0.145441	-84.711018
396	0.282354	3750	-0.147567	-84.858584
397	0.281184	3750	-0.146337	-85.004921
398	0.280018	3750	-0.143642	-85.148563
399	0.278855	3750	-0.143160	-85.291722
400	0.277694	3750	-0.143972	-85.435694
401	0.276537	3750	-0.144485	-85.580179
402	0.275382	3750	-0.142617	-85.722795
403	0.274230	3750	-0.141370	-85.864165
404	0.273082	3750	-0.141363	-86.005529
405	0.271936	3750	-0.141271	-86.146799
406	0.270793	3750	-0.143026	-86.289825
407	0.269652	3750	-0.139371	-86.429196
408	0.268515	3750	-0.140627	-86.569823
409	0.267381	3750	-0.144071	-86.713894
410	0.266249	3750	-0.142936	-86.856830
411	0.265121	3750	-0.138847	-86.995676
412	0.263995	3750	-0.139421	-87.135098
413	0.262872	3750	-0.138966	-87.274063
414	0.261752	3750	-0.142264	-87.416327
415	0.260635	3750	-0.144635	-87.560962
416	0.259520	3750	-0.139625	-87.700587
417	0.258409	3750	-0.135924	-87.836511
418	0.257300	3750	-0.135460	-87.971971
419	0.256195	3750	-0.139297	-88.111267
420	0.255092	3750	-0.136569	-88.247836
421	0.253992	3750	-0.135890	-88.383726
422	0.252895	3750	-0.140254	-88.523980
423	0.251800	3750	-0.139972	-88.663952
424	0.250709	3750	-0.135859	-88.799811
425	0.249620	3750	-0.135283	-88.935094
426	0.248534	3750	-0.135261	-89.070355
427	0.247451	3750	-0.133951	-89.204306
428	0.246371	3750	-0.134803	-89.339109
429	0.245294	3750	-0.134786	-89.473895
430	0.244220	3750	-0.141187	-89.615081
431	0.243148	3750	-0.134575	-89.749656
432	0.242079	3750	-0.133448	-89.883105
433	0.241013	3750	-0.135273	-90.018378
434	0.239950	3750	-0.135716	-90.154094
435	0.238890	3750	-0.135570	-90.289664
436	0.237832	3750	-0.130971	-90.420634
437	0.236778	3750	-0.131825	-90.552459
438	0.235726	3750	-0.136782	-90.689241
439	0.234677	3750	-0.135728	-90.824969
440	0.233630	3750	-0.132061	-90.957030
441	0.232587	3750	-0.130123	-91.087153
442	0.231546	3750	-0.131997	-91.219150
443	0.230509	3750	-0.130364	-91.349514
444	0.229473	3750	-0.132583	-91.482097
445	0.228441	3750	-0.130489	-91.612586
446	0.227412	3750	-0.130411	-91.742998
447	0.226385	3750	-0.129265	-91.872262
448	0.225361	3750	-0.130094	-92.002356
449	0.224340	3750	-0.129320	-92.131676
450	0.223322	3750	-0.127628	-92.259304
451	0.222306	3750	-0.135371	-92.394675
452	0.221293	3750	-0.131026	-92.525701
453	0.220283	3750	-0.124502	-92.650203
454	0.219276	3750	-0.128262	-92.778465
455	0.218272	3750	-0.124511	-92.902976
456	0.217270	3750	-0.130334	-93.033310
457	0.216271	3750	-0.125527	-93.158837
458	0.215275	3750	-0.123505	-93.282342
459	0.214281	3750	-0.125219	-93.407561
460	0.213291	3750	-0.127240	-93.534802
461	0.212303	3750	-0.124675	-93.659476
462	0.211318	3750	-0.122138	-93.781615
463	0.210335	3750	-0.122108	-93.903723
464	0.209356	3750	-0.125161	-94.028884
465	0.208379	3750	-0.124391	-94.153274
466	0.207404	3750	-0.121006	-94.274280
467	0.206433	3750	-0.126798	-94.401078
468	0.205464	3750	-0.124510	-94.525588
469	0.204498	3750	-0.122761	-94.648349
470	0.203535	3750	-0.120354	-94.768703
471	0.202575	3750	-0.124404	-94.893107
472	0.201617	3750	-0.118186	-95.011293
473	0.200662	3750	-0.131565	-95.142858
474	0.199709	3750	-0.123491	-95.266349
475	0.198760	3750	-0.123136	-95.389485
476	0.197813	3750	-0.124867	-95.514352
477	0.196869	3750	-0.119778	-95.634130
478	0.195927	3750	-0.114915	-95.749045
479	0.194988	3750	-0.118056	-95.867100
480	0.194052	3750	-0.120401	-95.987501
481	0.193119	3750	-0.115592	-96.103093
482	0.192188	3750	-0.120418	-96.223511
483	0.191260	3750	-0.114760	-96.338271
484	0.190335	3750	-0.118473	-96.456744
485	0.189412	3750	-0.113998	-96.570742
486	0.188492	3750	-0.120424	-96.691166
487	0.187575	3750	-0.116837	-96.808003
488	0.186660	3750	-0.114860	-96.922864
489	0.185749	3750	-0.118846	-97.041710
490	0.184839	3750	-0.113653	-97.155363
491	0.183933	3750	-0.114113	-97.269476
492	0.183029	3750	-0.114168	-97.383643
493	0.182128	3750	-0.117361	-97.501005
494	0.181229	3750	-0.116860	-97.617865
495	0.180333	3750	-0.117782	-97.735647
496	0.179440	3750	-0.113772	-97.849419
497	0.178550	3750	-0.114003	-97.963422
498	0.177662	3750	-0.113860	-98.077282
499	0.176777	3750	-0.111387	-98.188669
500	0.175894	3750	-0.115805	-98.304474
501	0.175014	3750	-0.114146	-98.418620
502	0.174137	3750	-0.110608	-98.529228
503	0.173262	3750	-0.112495	-98.641723
504	0.172390	3750	-0.108684	-98.750407
505	0.171521	3750	-0.109418	-98.859825
506	0.170654	3750	-0.110397	-98.970222
507	0.169790	3750	-0.110174	-99.080396
508	0.168929	3750	-0.109661	-99.190057
509	0.168070	3750	-0.114428	-99.304485
510	0.167214	3750	-0.109958	-99.414443
511	0.166360	3750	-0.109155	-99.523597
512	0.165509	3750	-0.111132	-99.634729
513	0.164661	3750	-0.110175	-99.744905
514	0.163815	3750	-0.110919	-99.855823
515	0.162972	3750	-0.110084	-99.965908
516	0.162132	3750	-0.106053	-100.071960
517	0.161294	3750	-0.108062	-100.180022
518	0.160458	3750	-0.106070	-100.286092
519	0.159626	3750	-0.110126	-100.396218
520	0.158796	3750	-0.107769	-100.503986
521	0.157968	3750	-0.112208	-100.616194
522	0.157143	3750	-0.104966	-100.721161
523	0.156321	3750	-0.106885	-100.828046
524	0.155501	3750	-0.104777	-100.932822
525	0.154684	3750	-0.105395	-101.038217
526	0.153870	3750	-0.104772	-101.142989
527	0.153058	3750	-0.103924	-101.246914
528	0.152248	3750	-0.101989	-101.348902
529	0.151441	3750	-0.103621	-101.452523
530	0.150637	3750	-0.103795	-101.556318
531	0.149835	3750	-0.103242	-101.659561
532	0.149036	3750	-0.106012	-101.765573
533	0.148240	3750	-0.102381	-101.867953
534	0.147446	3750	-0.105351	-101.973304
535	0.146654	3750	-0.103101	-102.076405
536	0.145865	3750	-0.104933	-102.181338
537	0.145079	3750	-0.110594	-102.291932
538	0.144295	3750	-0.108066	-102.399998
539	0.143514	3750	-0.106192	-102.506189
540	0.142735	3750	-0.103447	-102.609637
541	0.141959	3750	-0.100440	-102.710077
542	0.141186	3750	-0.103194	-102.813271
543	0.140415	3750	-0.102984	-102.916255
544	0.139646	3750	-0.102842	-103.019097
545	0.138880	3750	-0.102288	-103.121385
546	0.138116	3750	-0.098683	-103.220068
547	0.137356	3750	-0.101456	-103.321523
548	0.136597	3750	-0.098954	-103.420477
549	0.135841	3750	-0.099101	-103.519578
550	0.135088	3750	-0.099133	-103.618711
551	0.134337	3750	-0.102743	-103.721454
552	0.133588	3750	-0.099968	-103.821422
553	0.132843	3750	-0.098293	-103.919715
554	0.132099	3750	-0.097805	-104.017521
555	0.131358	3750	-0.100657	-104.118177
556	0.130620	3750	-0.096788	-104.214966
557	0.129884	3750	-0.096635	-104.311600
558	0.129151	3750	-0.100079	-104.411679
559	0.128420	3750	-0.093396	-104.505075
560	0.127691	3750	-0.101279	-104.606354
561	0.126965	3750	-0.097474	-104.703829
562	0.126242	3750	-0.099054	-104.802883
563	0.125521	3750	-0.097903	-104.900786
564	0.124802	3750	-0.095634	-104.996419
565	0.124086	3750	-0.094538	-105.090958
566	0.123373	3750	-0.092205	-105.183163
567	0.122662	3750	-0.093595	-105.276758
568	0.121953	3750	-0.094939	-105.371698
569	0.121247	3750	-0.096996	-105.468693
570	0.120543	3750	-0.094910	-105.563604
571	0.119842	3750	-0.091020	-105.654624
572	0.119143	3750	-0.090443	-105.745066
573	0.118447	3750	-0.091236	-105.836302
574	0.117753	3750	-0.090710	-105.927012
575	0.117062	3750	-0.092332	-106.019344
576	0.116373	3750	-0.092263	-106.111607
577	0.115686	3750	-0.089685	-106.201291
578	0.115002	3750	-0.089394	-106.290686
579	0.114320	3750	-0.091088	-106.381774
580	0.113641	3750	-0.089628	-106.471403
581	0.112964	3750	-0.089437	-106.560839
582	0.112290	3750	-0.088567	-106.649407
583	0.111618	3750	-0.093200	-106.742607
584	0.110948	3750	-0.090791	-106.833398
585	0.110281	3750	-0.091373	-106.924771
586	0.109616	3750	-0.090598	-107.015369
587	0.108954	3750	-0.088832	-107.104201
588	0.108294	3750	-0.090765	-107.194967
589	0.107637	3750	-0.090641	-107.285608
590	0.106981	3750	-0.084983	-107.370591
591	0.106329	3750	-0.092360	-107.462951
592	0.105678	3750	-0.085265	-107.548216
593	0.105030	3750	-0.092848	-107.641064
594	0.104385	3750	-0.092805	-107.733868
595	0.103742	3750	-0.083120	-107.816988
596	0.103101	3750	-0.085282	-107.902270
597	0.102463	3750	-0.089614	-107.991884
598	0.101827	3750	-0.086589	-108.078473
599	0.101193	3750	-0.082020	-108.160493
600	0.100562	3750	-0.082758	-108.243251
601	0.099933	3750	-0.083429	-108.326680
602	0.099306	3750	-0.084400	-108.411081
603	0.098682	3750	-0.089057	-108.500138
604	0.098060	3750	-0.084506	-108.584644
605	0.097441	3750	-0.083039	-108.667684
606	0.096824	3750	-0.083915	-108.751598
607	0.096209	3750	-0.083663	-108.835261
608	0.095596	3750	-0.080510	-108.915771
609	0.094986	3750	-0.082714	-108.998485
610	0.094379	3750	-0.083402	-109.081886
611	0.093773	3750	-0.082268	-109.164154
612	0.093170	3750	-0.083172	-109.247327
613	0.092570	3750	-0.081758	-109.329084
614	0.091971	3750	-0.079333	-109.408417
615	0.091375	3750	-0.077976	-109.486393
616	0.090781	3750	-0.081377	-109.567770
617	0.090190	3750	-0.081967	-109.649737
618	0.089601	3750	-0.084844	-109.734581
619	0.089014	3750	-0.081832	-109.816413
620	0.088430	3750	-0.080278	-109.896691
621	0.087848	3750	-0.083022	-109.979713
622	0.087268	3750	-0.078223	-110.057935
623	0.086690	3750	-0.079019	-110.136954
624	0.086115	3750	-0.080080	-110.217034
625	0.085542	3750	-0.080324	-110.297359
626	0.084971	3750	-0.075355	-110.372714
